download_priority_order,queue_role,country,wave,idno,requirement,candidate_variable_rows,strong_candidate_variable_rows,candidate_file_rows,top_file_names,coverage_status,raw_value_verification_status,promotion_guardrail
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,health_need_and_access,12,12,4,CSEC4L.NSDstat;CSEC2B.NSDstat;CSEC4B.NSDstat;GSEC6_1.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,12,3,6,GSEC1.NSDstat;GSEC9.NSDstat;AGSEC9A.NSDstat;GSEC2.NSDstat;GSEC12_2.NSDstat;AGSEC5A.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,12,12,10,GSEC1.NSDstat;pov2019_20.NSDstat;CSEC1A.NSDstat;CSEC2.NSDstat;CSEC2A.NSDstat;CSEC2B.NSDstat;CSEC2C.NSDstat;CSEC2C_0.NSDstat;CSEC3_0.NSDstat;CSEC3A.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,missing_codes_units_recall_skip_patterns,0,0,0,,documentation_and_raw_review_required_no_variable_shortlist,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,household_person_keys,12,4,2,REC047.NSDstat;HEADS.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,12,1,10,NUTR97.NSDstat;REC001.NSDstat;REC034.NSDstat;REC041.NSDstat;ANNUAL.NSDstat;EDTOTALS.NSDstat;EXP97.NSDstat;LABORF.NSDstat;TOTMEALS.NSDstat;REC047.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,consumption_or_income,12,12,5,ANNUAL.NSDstat;TOTGIFTS.NSDstat;FOOD.NSDstat;MEALS.NSDstat;TOTFOOD.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,oop_health_expenditure,11,10,2,REC003.NSDstat;REC033.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,health_need_and_access,12,7,3,REC003.NSDstat;REC002.NSDstat;REC004.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,survey_timing,12,4,5,REC001.NSDstat;REC035.NSDstat;REC045.NSDstat;REC041.NSDstat;LABORF.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,climate_geography,12,1,7,EXP97.NSDstat;HEADS.NSDstat;HHSIZE.NSDstat;REC001.NSDstat;REC034.NSDstat;REC041.NSDstat;ANNUAL.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,missing_codes_units_recall_skip_patterns,0,0,0,,documentation_and_raw_review_required_no_variable_shortlist,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_keys,12,12,7,KINDIVH;KINDIV;CONADULT;KADIET;KADULT;KCHDIET;KCHILD,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,weights_and_design,12,1,2,KPRICE3;CONADULT,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,consumption_or_income,12,4,3,INCEXP;KADULT;KHHLD,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,oop_health_expenditure,12,4,4,KHHLD;INCEXP;KADULT;KCHILD,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,health_need_and_access,12,0,4,INCEXP;KADULT;KCHILD;KYGPOV,official_metadata_weak_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,survey_timing,12,8,6,CORE;KADULT;KCHILD;KHHLD;CONADULT;INCEXP,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,climate_geography,12,1,5,KPRICE3;CORE;KHHLD;CONADULT;KPRICE2,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,missing_codes_units_recall_skip_patterns,0,0,0,,documentation_and_raw_review_required_no_variable_shortlist,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,household_person_keys,12,5,4,S10B;S12;S01;S21x,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,12,12,12,anthro;S06B;S06C;S06D;S09D;S15D;S01;S21;S21x;S02,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,consumption_or_income,12,12,3,FINAL_PREF;S06B;S06A,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,oop_health_expenditure,6,6,1,S08,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,health_need_and_access,12,5,4,S08;S19;S09B;S03,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,survey_timing,12,12,3,sys;FINAL_PREF;S00,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,12,1,5,S00;S01;S21;S04;FINAL_PREF,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,missing_codes_units_recall_skip_patterns,0,0,0,,documentation_and_raw_review_required_no_variable_shortlist,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,household_person_keys,12,12,12,HH_MOD_B.dta;ag_mod_c.dta;ag_mod_j.dta;ag_mod_o2.dta;HH_MOD_F1.dta;HH_MOD_N2.dta;HH_MOD_X.dta;HH_MOD_D.dta;HH_MOD_E.dta;fs_mod_b.dta,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,weights_and_design,12,12,11,hh_mod_a_filt.dta;householdgeovariables_ihs5.dta;ihs5_consumption_aggregate.dta;com_cc.dta;com_meta.dta;com_ca.dta;com_cb.dta;com_cd.dta;com_ce.dta;com_cf1.dta,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,consumption_or_income,12,12,6,HH_MOD_G1.dta;HH_MOD_K1.dta;HH_MOD_K2.dta;HH_MOD_T.dta;HH_MOD_I1.dta;HH_MOD_I2.dta,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,oop_health_expenditure,12,12,1,HH_MOD_D.dta,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,health_need_and_access,12,12,2,com_cd.dta;HH_MOD_D.dta,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,survey_timing,12,12,3,hh_mod_a_filt.dta;com_ca.dta;HH_MOD_META.dta,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,climate_geography,12,12,7,ihs5_consumption_aggregate.dta;hh_mod_a_filt.dta;householdgeovariables_ihs5.dta;ag_mod_c.dta;ag_mod_j.dta;ag_mod_o2.dta;HH_MOD_F1.dta,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,missing_codes_units_recall_skip_patterns,0,0,0,,documentation_and_raw_review_required_no_variable_shortlist,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,household_person_keys,12,12,12,HH_MOD_B;AG_MOD_J;AG_MOD_B1;AG_MOD_C;AG_MOD_I1;AG_MOD_O1;AG_MOD_O2;HH_METADATA;HH_MOD_G3;ag_mod_e3,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,weights_and_design,12,12,12,HH_MOD_A_FILT;IHS4 Consumption Aggregate;com_ch;COM_CA;COM_CB;COM_CC;COM_CD;COM_CE;COM_CF1;COM_CF2,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,consumption_or_income,12,12,5,HH_MOD_G1;HH_MOD_K1;HH_MOD_K2;HH_MOD_I1;HH_MOD_I2,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,oop_health_expenditure,10,10,1,HH_MOD_D,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,health_need_and_access,12,8,3,COM_CD;HH_MOD_D;AG_MOD_D,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,survey_timing,12,12,3,COM_CA;HH_MOD_A_FILT;HH_METADATA,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,climate_geography,12,12,7,HH_MOD_A_FILT;IHS4 Consumption Aggregate;AG_MOD_J;AG_MOD_B1;AG_MOD_C;AG_MOD_I1;AG_MOD_O1,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,missing_codes_units_recall_skip_patterns,0,0,0,,documentation_and_raw_review_required_no_variable_shortlist,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,household_person_keys,12,12,12,HouseholdGeovariables.NSDstat;HH_MOD_A_FILT.NSDstat;HH_MOD_H.NSDstat;HH_MOD_I1.NSDstat;HH_MOD_I2.NSDstat;HH_MOD_J.NSDstat;HH_MOD_K.NSDstat;HH_MOD_L.NSDstat;HH_MOD_M.NSDstat;HH_MOD_N1.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,weights_and_design,12,12,11,Round 1 (2010) Consumption Aggregate.NSDstat;HouseholdGeovariables.NSDstat;HH_MOD_A_FILT.NSDstat;HH_MOD_H.NSDstat;HH_MOD_I1.NSDstat;HH_MOD_I2.NSDstat;HH_MOD_J.NSDstat;HH_MOD_K.NSDstat;HH_MOD_L.NSDstat;HH_MOD_M.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,consumption_or_income,12,12,3,Round 1 (2010) Consumption Aggregate.NSDstat;ihs3fc2M_consumption.NSDstat;HH_MOD_T.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,oop_health_expenditure,5,4,1,HH_MOD_D.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,health_need_and_access,12,11,2,COM_CD.NSDstat;HH_MOD_D.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,survey_timing,12,12,6,HH_MOD_A_FILT.NSDstat;COM_CA.NSDstat;Round 1 (2010) Consumption Aggregate.NSDstat;AG_MOD_B.NSDstat;AG_MOD_G.NSDstat;AG_MOD_M.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,climate_geography,12,12,10,HouseholdGeovariables.NSDstat;PlotGeovariables.NSDstat;HH_MOD_A_FILT.NSDstat;HH_MOD_H.NSDstat;HH_MOD_I1.NSDstat;HH_MOD_I2.NSDstat;HH_MOD_J.NSDstat;HH_MOD_K.NSDstat;HH_MOD_L.NSDstat;HH_MOD_M.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,missing_codes_units_recall_skip_patterns,0,0,0,,documentation_and_raw_review_required_no_variable_shortlist,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,household_person_keys,12,12,11,UNPS 2011-12 Consumption Aggregate.NSDstat;GSEC2.NSDstat;GSEC1.NSDstat;GSEC3.NSDstat;GSEC4.NSDstat;GSEC5.NSDstat;GSEC6A.NSDstat;GSEC6B.NSDstat;GSEC6C.NSDstat;GSEC8.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,weights_and_design,12,0,4,AGSEC2B.NSDstat;GSEC1.NSDstat;AGSEC2A.NSDstat;CSEC1.NSDstat,official_metadata_weak_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,consumption_or_income,12,12,4,UNPS 2011-12 Consumption Aggregate.NSDstat;GSEC15BB.NSDstat;GSEC15B.NSDstat;GSEC15C.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,oop_health_expenditure,5,3,3,GSEC5.NSDstat;GSEC6A.NSDstat;AGSEC7B.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,health_need_and_access,12,12,9,CSEC4n.NSDstat;CSEC4ab.NSDstat;CSEC4l.NSDstat;CSEC2b.NSDstat;CSEC4c.NSDstat;CSEC4d.NSDstat;CSEC4e.NSDstat;CSEC4f.NSDstat;CSEC4k.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,survey_timing,12,12,4,CSEC1.NSDstat;AGSEC1.NSDstat;AGSEC9.NSDstat;CSEC3i.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,climate_geography,12,12,1,CSEC1.NSDstat,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,missing_codes_units_recall_skip_patterns,0,0,0,,documentation_and_raw_review_required_no_variable_shortlist,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,household_person_keys,12,12,11,GSEC2;GSEC1;GSEC2B;GSEC4;GSEC5;GSEC6_1;GSEC6_3;GSEC6_5;GSEC6_6;GSEC7_1,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,weights_and_design,12,0,7,WSEC1A;GSEC1;GSEC6_6;GSEC12_2;GSEC15A;WSEC5;CSEC1A,official_metadata_weak_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,consumption_or_income,12,8,4,pov2018_19;GSEC15E;GSEC7_2;GSEC15B,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,oop_health_expenditure,2,0,1,GSEC6_3,official_metadata_weak_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,health_need_and_access,12,12,6,CSEC4L;CSEC4B;CSEC2B;CSEC4C;CSEC4D;CSEC4F,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,survey_timing,12,12,4,CSEC1B;GSEC12_2;WSEC1A;GSEC1,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,climate_geography,12,12,4,WSEC1A;GSEC1;pov2018_19;AGSEC1,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,missing_codes_units_recall_skip_patterns,0,0,0,,documentation_and_raw_review_required_no_variable_shortlist,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,household_person_keys,12,12,12,unps_geovars_2015_16;gsec2;gsec3;gsec4;gsec5;gsec6_1;gsec6_3;gsec8;gsec15bb_3;WSEC1A,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,weights_and_design,12,3,4,gsec1;AGSEC1;gsec2;CSEC1A,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,consumption_or_income,12,7,3,pov2015_16;AGSEC1;gsec1,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,oop_health_expenditure,3,1,2,gsec5;AGSEC7B,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,health_need_and_access,12,12,5,CSEC4B_1;CSEC4M;gsec5;CSEC2B_1;CSEC4A_1,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,survey_timing,12,8,9,CSEC6A_1;CSEC6F_1;gsec1;WSEC5;CSEC3I;CSEC4M;GSEC16;gsec2;gsec3,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,climate_geography,12,11,4,AGSEC2B;gsec1;AGSEC1;pov2015_16,official_metadata_strong_candidates_present_raw_review_required,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,missing_codes_units_recall_skip_patterns,0,0,0,,documentation_and_raw_review_required_no_variable_shortlist,not_raw_value_verified,official metadata coverage is pre-review evidence only; raw package verification remains required
