acquisition_batch_rank,batch_role,country,wave,idno,requirement_component,required_evidence,raw_concepts_required,metadata_support_status,raw_verification_status,source_roles_required,source_status,current_gate_status,blocking_gap,planned_decision_rule
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,historical_baseline_construction,"Historical baseline period, local grid/cell/admin aggregation, and percentile/z-score rule must be pre-specified.",survey_timing;climate_geography,metadata_supported,raw_not_verified,primary_rainfall_documentation;primary_temperature_documentation,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Construct anomalies against a documented local historical baseline; do not estimate z-scores from survey-period data only.; climate_plan_status=metadata_ready_raw_unverified
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,nasa_power_fallback_and_crosscheck,NASA POWER point API parameters and response metadata must be recorded for precipitation/temperature cross-checks.,survey_timing;climate_geography,metadata_supported,raw_not_verified,rapid_point_fallback_documentation;rapid_point_fallback_api,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,"Use NASA POWER for rapid point fallback and random subset validation, not as unexamined replacement for CHIRPS/ERA5.; climate_plan_status=metadata_ready_raw_unverified"
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,rainfall_primary_chirps,CHIRPS daily/global precipitation source and file-level units must be available for verified place-time windows.,survey_timing;climate_geography,metadata_supported,raw_not_verified,primary_rainfall_documentation;primary_rainfall_data_directory,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,"Use CHIRPS for rainfall totals, anomalies, drought, and extreme wet indicators after unit and coverage checks.; climate_plan_status=metadata_ready_raw_unverified"
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,spatial_qc_mapping,"Points/admin units must be mapped over climate grids and checked for country bounds, missing coordinates, and duplicate locations.",climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Exclude or admin-aggregate locations failing spatial plausibility checks and report exposure precision downgrade.; climate_plan_status=metadata_ready_raw_unverified
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,survey_timing_for_lags,"Interview date, or at minimum verified interview month/year or fieldwork period, must be available for lag windows.",survey_timing,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Use exact interview date where possible; otherwise month-level windows with explicit measurement-error flag.; climate_plan_status=metadata_ready_raw_unverified
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,temperature_primary_era5_land,"ERA5-Land temperature product, statistic, time zone/date handling, and Kelvin/Celsius conversion must be verified.",survey_timing;climate_geography,metadata_supported,raw_not_verified,primary_temperature_documentation;primary_daily_temperature_documentation,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Use ERA5-Land as primary temperature source; convert Kelvin to Celsius only after request metadata confirms units.; climate_plan_status=metadata_ready_raw_unverified
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,water_balance_robustness,"TerraClimate and SPEI variables require monthly scale, unit, and baseline documentation before robustness use.",survey_timing;climate_geography,metadata_supported,raw_not_verified,water_balance_robustness_documentation;water_balance_robustness_catalog;drought_robustness_documentation,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Use TerraClimate/SPEI only for robustness after source-specific units/scales and temporal matching are documented.; climate_plan_status=metadata_ready_raw_unverified
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,cross_source_validation,Random subset comparisons must be planned for CHIRPS vs NASA/ERA5 precipitation and ERA5 vs NASA temperature.,survey_timing;climate_geography,metadata_supported,raw_not_verified,rapid_point_fallback_api,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Flag source disagreements before causal modeling; do not treat one source as truth without diagnostics.; climate_plan_status=metadata_ready_raw_unverified
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,exposure_window_construction,"1, 3, 6, and 12 month pre-interview windows must be traceable to exact or month-level survey timing.",survey_timing;climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Apply lag windows before the interview date/month; never use post-interview climate in treatment windows.; climate_plan_status=metadata_ready_raw_unverified
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,geography_or_coordinates,"Latitude/longitude, cluster ID, admin geography, or documented geospatial linkage key must be verified from raw files.",climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Prefer verified cluster/household point; fall back to admin aggregation only with documented measurement error.; climate_plan_status=metadata_ready_raw_unverified
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,geolocation_quality_and_displacement,"GPS displacement, suppression, accuracy, coordinate CRS, and admin resolution must be recorded before point extraction.",climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,"If GPS is displaced or suppressed, use buffer/admin aggregation and downgrade exposure precision.; climate_plan_status=metadata_ready_raw_unverified"
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,historical_baseline_construction,"Historical baseline period, local grid/cell/admin aggregation, and percentile/z-score rule must be pre-specified.",survey_timing;climate_geography,metadata_supported,raw_not_verified,primary_rainfall_documentation;primary_temperature_documentation,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Construct anomalies against a documented local historical baseline; do not estimate z-scores from survey-period data only.; climate_plan_status=metadata_ready_raw_unverified
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,nasa_power_fallback_and_crosscheck,NASA POWER point API parameters and response metadata must be recorded for precipitation/temperature cross-checks.,survey_timing;climate_geography,metadata_supported,raw_not_verified,rapid_point_fallback_documentation;rapid_point_fallback_api,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,"Use NASA POWER for rapid point fallback and random subset validation, not as unexamined replacement for CHIRPS/ERA5.; climate_plan_status=metadata_ready_raw_unverified"
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,rainfall_primary_chirps,CHIRPS daily/global precipitation source and file-level units must be available for verified place-time windows.,survey_timing;climate_geography,metadata_supported,raw_not_verified,primary_rainfall_documentation;primary_rainfall_data_directory,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,"Use CHIRPS for rainfall totals, anomalies, drought, and extreme wet indicators after unit and coverage checks.; climate_plan_status=metadata_ready_raw_unverified"
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,spatial_qc_mapping,"Points/admin units must be mapped over climate grids and checked for country bounds, missing coordinates, and duplicate locations.",climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Exclude or admin-aggregate locations failing spatial plausibility checks and report exposure precision downgrade.; climate_plan_status=metadata_ready_raw_unverified
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,survey_timing_for_lags,"Interview date, or at minimum verified interview month/year or fieldwork period, must be available for lag windows.",survey_timing,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Use exact interview date where possible; otherwise month-level windows with explicit measurement-error flag.; climate_plan_status=metadata_ready_raw_unverified
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,temperature_primary_era5_land,"ERA5-Land temperature product, statistic, time zone/date handling, and Kelvin/Celsius conversion must be verified.",survey_timing;climate_geography,metadata_supported,raw_not_verified,primary_temperature_documentation;primary_daily_temperature_documentation,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Use ERA5-Land as primary temperature source; convert Kelvin to Celsius only after request metadata confirms units.; climate_plan_status=metadata_ready_raw_unverified
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,water_balance_robustness,"TerraClimate and SPEI variables require monthly scale, unit, and baseline documentation before robustness use.",survey_timing;climate_geography,metadata_supported,raw_not_verified,water_balance_robustness_documentation;water_balance_robustness_catalog;drought_robustness_documentation,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Use TerraClimate/SPEI only for robustness after source-specific units/scales and temporal matching are documented.; climate_plan_status=metadata_ready_raw_unverified
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,cross_source_validation,Random subset comparisons must be planned for CHIRPS vs NASA/ERA5 precipitation and ERA5 vs NASA temperature.,survey_timing;climate_geography,metadata_supported,raw_not_verified,rapid_point_fallback_api,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Flag source disagreements before causal modeling; do not treat one source as truth without diagnostics.; climate_plan_status=metadata_ready_raw_unverified
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,exposure_window_construction,"1, 3, 6, and 12 month pre-interview windows must be traceable to exact or month-level survey timing.",survey_timing;climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Apply lag windows before the interview date/month; never use post-interview climate in treatment windows.; climate_plan_status=metadata_ready_raw_unverified
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,geography_or_coordinates,"Latitude/longitude, cluster ID, admin geography, or documented geospatial linkage key must be verified from raw files.",climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Prefer verified cluster/household point; fall back to admin aggregation only with documented measurement error.; climate_plan_status=metadata_ready_raw_unverified
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,geolocation_quality_and_displacement,"GPS displacement, suppression, accuracy, coordinate CRS, and admin resolution must be recorded before point extraction.",climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,"If GPS is displaced or suppressed, use buffer/admin aggregation and downgrade exposure precision.; climate_plan_status=metadata_ready_raw_unverified"
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,historical_baseline_construction,"Historical baseline period, local grid/cell/admin aggregation, and percentile/z-score rule must be pre-specified.",survey_timing;climate_geography,metadata_supported,raw_not_verified,primary_rainfall_documentation;primary_temperature_documentation,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Construct anomalies against a documented local historical baseline; do not estimate z-scores from survey-period data only.; climate_plan_status=metadata_ready_raw_unverified
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,nasa_power_fallback_and_crosscheck,NASA POWER point API parameters and response metadata must be recorded for precipitation/temperature cross-checks.,survey_timing;climate_geography,metadata_supported,raw_not_verified,rapid_point_fallback_documentation;rapid_point_fallback_api,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,"Use NASA POWER for rapid point fallback and random subset validation, not as unexamined replacement for CHIRPS/ERA5.; climate_plan_status=metadata_ready_raw_unverified"
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,rainfall_primary_chirps,CHIRPS daily/global precipitation source and file-level units must be available for verified place-time windows.,survey_timing;climate_geography,metadata_supported,raw_not_verified,primary_rainfall_documentation;primary_rainfall_data_directory,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,"Use CHIRPS for rainfall totals, anomalies, drought, and extreme wet indicators after unit and coverage checks.; climate_plan_status=metadata_ready_raw_unverified"
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,spatial_qc_mapping,"Points/admin units must be mapped over climate grids and checked for country bounds, missing coordinates, and duplicate locations.",climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Exclude or admin-aggregate locations failing spatial plausibility checks and report exposure precision downgrade.; climate_plan_status=metadata_ready_raw_unverified
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,survey_timing_for_lags,"Interview date, or at minimum verified interview month/year or fieldwork period, must be available for lag windows.",survey_timing,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Use exact interview date where possible; otherwise month-level windows with explicit measurement-error flag.; climate_plan_status=metadata_ready_raw_unverified
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,temperature_primary_era5_land,"ERA5-Land temperature product, statistic, time zone/date handling, and Kelvin/Celsius conversion must be verified.",survey_timing;climate_geography,metadata_supported,raw_not_verified,primary_temperature_documentation;primary_daily_temperature_documentation,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Use ERA5-Land as primary temperature source; convert Kelvin to Celsius only after request metadata confirms units.; climate_plan_status=metadata_ready_raw_unverified
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,water_balance_robustness,"TerraClimate and SPEI variables require monthly scale, unit, and baseline documentation before robustness use.",survey_timing;climate_geography,metadata_supported,raw_not_verified,water_balance_robustness_documentation;water_balance_robustness_catalog;drought_robustness_documentation,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Use TerraClimate/SPEI only for robustness after source-specific units/scales and temporal matching are documented.; climate_plan_status=metadata_ready_raw_unverified
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,cross_source_validation,Random subset comparisons must be planned for CHIRPS vs NASA/ERA5 precipitation and ERA5 vs NASA temperature.,survey_timing;climate_geography,metadata_supported,raw_not_verified,rapid_point_fallback_api,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Flag source disagreements before causal modeling; do not treat one source as truth without diagnostics.; climate_plan_status=metadata_ready_raw_unverified
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,exposure_window_construction,"1, 3, 6, and 12 month pre-interview windows must be traceable to exact or month-level survey timing.",survey_timing;climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Apply lag windows before the interview date/month; never use post-interview climate in treatment windows.; climate_plan_status=metadata_ready_raw_unverified
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,geography_or_coordinates,"Latitude/longitude, cluster ID, admin geography, or documented geospatial linkage key must be verified from raw files.",climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Prefer verified cluster/household point; fall back to admin aggregation only with documented measurement error.; climate_plan_status=metadata_ready_raw_unverified
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,geolocation_quality_and_displacement,"GPS displacement, suppression, accuracy, coordinate CRS, and admin resolution must be recorded before point extraction.",climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,"If GPS is displaced or suppressed, use buffer/admin aggregation and downgrade exposure precision.; climate_plan_status=metadata_ready_raw_unverified"
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,historical_baseline_construction,"Historical baseline period, local grid/cell/admin aggregation, and percentile/z-score rule must be pre-specified.",survey_timing;climate_geography,metadata_supported,raw_not_verified,primary_rainfall_documentation;primary_temperature_documentation,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Construct anomalies against a documented local historical baseline; do not estimate z-scores from survey-period data only.; climate_plan_status=metadata_ready_raw_unverified
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,nasa_power_fallback_and_crosscheck,NASA POWER point API parameters and response metadata must be recorded for precipitation/temperature cross-checks.,survey_timing;climate_geography,metadata_supported,raw_not_verified,rapid_point_fallback_documentation;rapid_point_fallback_api,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,"Use NASA POWER for rapid point fallback and random subset validation, not as unexamined replacement for CHIRPS/ERA5.; climate_plan_status=metadata_ready_raw_unverified"
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,rainfall_primary_chirps,CHIRPS daily/global precipitation source and file-level units must be available for verified place-time windows.,survey_timing;climate_geography,metadata_supported,raw_not_verified,primary_rainfall_documentation;primary_rainfall_data_directory,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,"Use CHIRPS for rainfall totals, anomalies, drought, and extreme wet indicators after unit and coverage checks.; climate_plan_status=metadata_ready_raw_unverified"
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,spatial_qc_mapping,"Points/admin units must be mapped over climate grids and checked for country bounds, missing coordinates, and duplicate locations.",climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Exclude or admin-aggregate locations failing spatial plausibility checks and report exposure precision downgrade.; climate_plan_status=metadata_ready_raw_unverified
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,survey_timing_for_lags,"Interview date, or at minimum verified interview month/year or fieldwork period, must be available for lag windows.",survey_timing,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Use exact interview date where possible; otherwise month-level windows with explicit measurement-error flag.; climate_plan_status=metadata_ready_raw_unverified
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,temperature_primary_era5_land,"ERA5-Land temperature product, statistic, time zone/date handling, and Kelvin/Celsius conversion must be verified.",survey_timing;climate_geography,metadata_supported,raw_not_verified,primary_temperature_documentation;primary_daily_temperature_documentation,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Use ERA5-Land as primary temperature source; convert Kelvin to Celsius only after request metadata confirms units.; climate_plan_status=metadata_ready_raw_unverified
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,water_balance_robustness,"TerraClimate and SPEI variables require monthly scale, unit, and baseline documentation before robustness use.",survey_timing;climate_geography,metadata_supported,raw_not_verified,water_balance_robustness_documentation;water_balance_robustness_catalog;drought_robustness_documentation,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Use TerraClimate/SPEI only for robustness after source-specific units/scales and temporal matching are documented.; climate_plan_status=metadata_ready_raw_unverified
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,cross_source_validation,Random subset comparisons must be planned for CHIRPS vs NASA/ERA5 precipitation and ERA5 vs NASA temperature.,survey_timing;climate_geography,metadata_supported,raw_not_verified,rapid_point_fallback_api,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Flag source disagreements before causal modeling; do not treat one source as truth without diagnostics.; climate_plan_status=metadata_ready_raw_unverified
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,exposure_window_construction,"1, 3, 6, and 12 month pre-interview windows must be traceable to exact or month-level survey timing.",survey_timing;climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Apply lag windows before the interview date/month; never use post-interview climate in treatment windows.; climate_plan_status=metadata_ready_raw_unverified
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,geography_or_coordinates,"Latitude/longitude, cluster ID, admin geography, or documented geospatial linkage key must be verified from raw files.",climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Prefer verified cluster/household point; fall back to admin aggregation only with documented measurement error.; climate_plan_status=metadata_ready_raw_unverified
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,geolocation_quality_and_displacement,"GPS displacement, suppression, accuracy, coordinate CRS, and admin resolution must be recorded before point extraction.",climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,"If GPS is displaced or suppressed, use buffer/admin aggregation and downgrade exposure precision.; climate_plan_status=metadata_ready_raw_unverified"
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,historical_baseline_construction,"Historical baseline period, local grid/cell/admin aggregation, and percentile/z-score rule must be pre-specified.",survey_timing;climate_geography,metadata_supported,raw_not_verified,primary_rainfall_documentation;primary_temperature_documentation,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Construct anomalies against a documented local historical baseline; do not estimate z-scores from survey-period data only.; climate_plan_status=metadata_ready_raw_unverified
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,nasa_power_fallback_and_crosscheck,NASA POWER point API parameters and response metadata must be recorded for precipitation/temperature cross-checks.,survey_timing;climate_geography,metadata_supported,raw_not_verified,rapid_point_fallback_documentation;rapid_point_fallback_api,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,"Use NASA POWER for rapid point fallback and random subset validation, not as unexamined replacement for CHIRPS/ERA5.; climate_plan_status=metadata_ready_raw_unverified"
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,rainfall_primary_chirps,CHIRPS daily/global precipitation source and file-level units must be available for verified place-time windows.,survey_timing;climate_geography,metadata_supported,raw_not_verified,primary_rainfall_documentation;primary_rainfall_data_directory,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,"Use CHIRPS for rainfall totals, anomalies, drought, and extreme wet indicators after unit and coverage checks.; climate_plan_status=metadata_ready_raw_unverified"
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,spatial_qc_mapping,"Points/admin units must be mapped over climate grids and checked for country bounds, missing coordinates, and duplicate locations.",climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Exclude or admin-aggregate locations failing spatial plausibility checks and report exposure precision downgrade.; climate_plan_status=metadata_ready_raw_unverified
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,survey_timing_for_lags,"Interview date, or at minimum verified interview month/year or fieldwork period, must be available for lag windows.",survey_timing,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Use exact interview date where possible; otherwise month-level windows with explicit measurement-error flag.; climate_plan_status=metadata_ready_raw_unverified
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,temperature_primary_era5_land,"ERA5-Land temperature product, statistic, time zone/date handling, and Kelvin/Celsius conversion must be verified.",survey_timing;climate_geography,metadata_supported,raw_not_verified,primary_temperature_documentation;primary_daily_temperature_documentation,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Use ERA5-Land as primary temperature source; convert Kelvin to Celsius only after request metadata confirms units.; climate_plan_status=metadata_ready_raw_unverified
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,water_balance_robustness,"TerraClimate and SPEI variables require monthly scale, unit, and baseline documentation before robustness use.",survey_timing;climate_geography,metadata_supported,raw_not_verified,water_balance_robustness_documentation;water_balance_robustness_catalog;drought_robustness_documentation,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Use TerraClimate/SPEI only for robustness after source-specific units/scales and temporal matching are documented.; climate_plan_status=metadata_ready_raw_unverified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,cross_source_validation,Random subset comparisons must be planned for CHIRPS vs NASA/ERA5 precipitation and ERA5 vs NASA temperature.,survey_timing;climate_geography,metadata_supported,raw_not_verified,rapid_point_fallback_api,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Flag source disagreements before causal modeling; do not treat one source as truth without diagnostics.; climate_plan_status=metadata_ready_raw_unverified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,exposure_window_construction,"1, 3, 6, and 12 month pre-interview windows must be traceable to exact or month-level survey timing.",survey_timing;climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Apply lag windows before the interview date/month; never use post-interview climate in treatment windows.; climate_plan_status=metadata_ready_raw_unverified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,geography_or_coordinates,"Latitude/longitude, cluster ID, admin geography, or documented geospatial linkage key must be verified from raw files.",climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Prefer verified cluster/household point; fall back to admin aggregation only with documented measurement error.; climate_plan_status=metadata_ready_raw_unverified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,geolocation_quality_and_displacement,"GPS displacement, suppression, accuracy, coordinate CRS, and admin resolution must be recorded before point extraction.",climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,"If GPS is displaced or suppressed, use buffer/admin aggregation and downgrade exposure precision.; climate_plan_status=metadata_ready_raw_unverified"
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,historical_baseline_construction,"Historical baseline period, local grid/cell/admin aggregation, and percentile/z-score rule must be pre-specified.",survey_timing;climate_geography,metadata_supported,raw_not_verified,primary_rainfall_documentation;primary_temperature_documentation,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Construct anomalies against a documented local historical baseline; do not estimate z-scores from survey-period data only.; climate_plan_status=metadata_ready_raw_unverified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,nasa_power_fallback_and_crosscheck,NASA POWER point API parameters and response metadata must be recorded for precipitation/temperature cross-checks.,survey_timing;climate_geography,metadata_supported,raw_not_verified,rapid_point_fallback_documentation;rapid_point_fallback_api,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,"Use NASA POWER for rapid point fallback and random subset validation, not as unexamined replacement for CHIRPS/ERA5.; climate_plan_status=metadata_ready_raw_unverified"
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,rainfall_primary_chirps,CHIRPS daily/global precipitation source and file-level units must be available for verified place-time windows.,survey_timing;climate_geography,metadata_supported,raw_not_verified,primary_rainfall_documentation;primary_rainfall_data_directory,source_ready,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,"Use CHIRPS for rainfall totals, anomalies, drought, and extreme wet indicators after unit and coverage checks.; climate_plan_status=metadata_ready_raw_unverified"
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,spatial_qc_mapping,"Points/admin units must be mapped over climate grids and checked for country bounds, missing coordinates, and duplicate locations.",climate_geography,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Exclude or admin-aggregate locations failing spatial plausibility checks and report exposure precision downgrade.; climate_plan_status=metadata_ready_raw_unverified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,survey_timing_for_lags,"Interview date, or at minimum verified interview month/year or fieldwork period, must be available for lag windows.",survey_timing,metadata_supported,raw_not_verified,,not_required,metadata_ready_raw_unverified,raw timing/geography variables and values have not been inspected,Use exact interview date where possible; otherwise month-level windows with explicit measurement-error flag.; climate_plan_status=metadata_ready_raw_unverified
