candidate_row_id,acquisition_batch_rank,batch_role,country,wave,idno,concept,required_for,candidate_files,candidate_raw_variable,candidate_harmonized_variables,template_raw_label,metadata_confidence,ddi_match_status,ddi_match_count,ddi_file_ids,ddi_file_names,ddi_file_descriptions,ddi_variable_names,ddi_variable_labels,ddi_interval,ddi_format_types,ddi_valid_counts,ddi_invalid_counts,ddi_min_values,ddi_max_values,ddi_range_units,ddi_category_count,ddi_category_preview,official_metadata_evidence_status,raw_value_verification_status,promotion_guardrail
244,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,demographics,covariates_and_subgroups,hh2_cmty;hh3_cmty,caq16_y,education,Highest level of education informant has completed (years);What is the highest level of education you have completed (y,high,ddi_variable_and_file_match,2,F1;F34,hh2_cmty;hh3_cmty,"File contains data corresponding to R2 Community Questionnaire 2008;File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)",caq16_y,Highest level of education informant has completed (years);What is the highest level of education you have completed (y,discrete,numeric,74;47,,,8,,18,=; 1=; 2=; 3=; 4=; ... +13 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
245,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,demographics,covariates_and_subgroups,hh2_cmty,ccq53_d,education,The HSA provides health education campaigns,high,ddi_variable_and_file_match,1,F1,hh2_cmty,File contains data corresponding to R2 Community Questionnaire 2008,ccq53_d,The HSA provides health education campaigns,discrete,numeric,74,,1,2,,4,1=Yes; 2=No; 8=Don't Know; 9=Missing,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
246,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,demographics,covariates_and_subgroups,hh2_cmty,ccq72_c,education,Frequency of meetings of adult literacy groups/networks,high,ddi_variable_and_file_match,1,F1,hh2_cmty,File contains data corresponding to R2 Community Questionnaire 2008,ccq72_c,Frequency of meetings of adult literacy groups/networks,discrete,numeric,74,,1,7,,9,1=Few times a week; 2=Few times a month; 3=Once a month; 4=Few times a year; 5=Never/almost never; ... +4 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
247,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,demographics,covariates_and_subgroups,hh2_cmty;hh3_cmty,cdq09,sex,Wage rate on the MASAF project for an adult male laborer;What is the wage rate on the MASAF project for an adult male,high,ddi_variable_and_file_match,2,F1;F34,hh2_cmty;hh3_cmty,"File contains data corresponding to R2 Community Questionnaire 2008;File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)",cdq09,Wage rate on the MASAF project for an adult male laborer;What is the wage rate on the MASAF project for an adult male,contin,numeric,22;15,52;32,200,4200;2400,,0,,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
248,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,demographics,covariates_and_subgroups,hh2_cmty,cdq10_n,sex,Period of time male wage refers to (number),high,ddi_variable_and_file_match,1,F1,hh2_cmty,File contains data corresponding to R2 Community Questionnaire 2008,cdq10_n,Period of time male wage refers to (number),discrete,numeric,22,52,1,20,,7,1=; 2=; 10=; 12=; 14=; ... +2 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
249,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,demographics,covariates_and_subgroups,hh2_cmty,cdq10_u,sex,Period of time male wage refers to (unit),high,ddi_variable_and_file_match,1,F1,hh2_cmty,File contains data corresponding to R2 Community Questionnaire 2008,cdq10_u,Period of time male wage refers to (unit),discrete,numeric,22,52,3,5,,6,3=day; 4=week; 5=month; 8=Don't Know; 9=Missing; ... +1 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
250,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,demographics,covariates_and_subgroups,hh2_cmty;hh3_cmty,cdq11,sex,"Out of 10, # of adult males in community working for MASAF project;Out of ten, how many adult males in this community work for",high,ddi_variable_and_file_match,2,F1;F34,hh2_cmty;hh3_cmty,"File contains data corresponding to R2 Community Questionnaire 2008;File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)",cdq11,"Out of 10, # of adult males in community working for MASAF project;Out of ten, how many adult males in this community work for",discrete,numeric,22;15,52;32,2;1,7;6,,14,2=; 3=; 4=; 5=; 6=; ... +9 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
251,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,demographics,covariates_and_subgroups,hh2_cmty,cdq12,sex,Wage rate on the MASAF project for an adult female laborer,high,ddi_variable_and_file_match,1,F1,hh2_cmty,File contains data corresponding to R2 Community Questionnaire 2008,cdq12,Wage rate on the MASAF project for an adult female laborer,contin,numeric,22,52,200,4200,,0,,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
252,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,demographics,covariates_and_subgroups,hh2_cmty,cdq13_n,sex,Period of time female wage refers to (number),high,ddi_variable_and_file_match,1,F1,hh2_cmty,File contains data corresponding to R2 Community Questionnaire 2008,cdq13_n,Period of time female wage refers to (number),discrete,numeric,22,52,1,20,,6,1=; 2=; 10=; 12=; 20=; ... +1 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
253,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,demographics,covariates_and_subgroups,hh2_cmty,cdq13_u,sex,Period of time female wage refers to (unit),high,ddi_variable_and_file_match,1,F1,hh2_cmty,File contains data corresponding to R2 Community Questionnaire 2008,cdq13_u,Period of time female wage refers to (unit),discrete,numeric,22,52,3,5,,6,3=day; 4=week; 5=month; 8=Don't Know; 9=Missing; ... +1 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
254,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,demographics,covariates_and_subgroups,hh2_cmty;hh3_cmty,cdq14,sex,"Out of 10, # of adult females in community working for MASAF project;Out of ten, how many adult females in this community work fo",high,ddi_variable_and_file_match,2,F1;F34,hh2_cmty;hh3_cmty,"File contains data corresponding to R2 Community Questionnaire 2008;File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)",cdq14,"Out of 10, # of adult females in community working for MASAF project;Out of ten, how many adult females in this community work fo",discrete,numeric,22;15,52;32,3;1,8;7,,13,3=; 4=; 5=; 6=; 7=; ... +8 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
255,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,demographics,covariates_and_subgroups,hh2_mortality;pi_mortality,mq01d,age,Age;d. Age:,high,ddi_variable_and_file_match,2,F6;F96,hh2_mortality;pi_mortality,File contains data corresponding to MTM MORTALITY QUESTIONNAIRE HHR2;File contains data corresponding to MTM MORTALITY QUESTIONNAIRE,mq01d,Age;d. Age:,discrete,numeric,2;3,,16;18,20;25,,5,16=; 20=; 18=; 21=; 25=,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
256,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,demographics,covariates_and_subgroups,hh2_mortality;pi_mortality,mq01e,sex,Sex;e. Sex,high,ddi_variable_and_file_match,2,F6;F96,hh2_mortality;pi_mortality,File contains data corresponding to MTM MORTALITY QUESTIONNAIRE HHR2;File contains data corresponding to MTM MORTALITY QUESTIONNAIRE,mq01e,Sex;e. Sex,discrete,numeric,2;3,,2;1,2;1,,4,1=Male; 2=Female; 1=Male; 2=Female,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
257,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,demographics,covariates_and_subgroups,hh2_tf,tfq1d,age,Age,high,ddi_variable_and_file_match,1,F7,hh2_tf,File contains data corresponding to MTM HHR2 CORE RESPONDENT TRACKING FORM 2008,tfq1d,Age,contin,numeric,216,,,99,,0,,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
258,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,health_need,double_failure_sample,hh2_mortality;pi_mortality,mq04,illness_or_injury_need,Did [...] died of an illness or other cause;Did [.........] died of an illness or some other cause,high,ddi_variable_and_file_match,2,F6;F96,hh2_mortality;pi_mortality,File contains data corresponding to MTM MORTALITY QUESTIONNAIRE HHR2;File contains data corresponding to MTM MORTALITY QUESTIONNAIRE,mq04,Did [...] died of an illness or other cause;Did [.........] died of an illness or some other cause,discrete,numeric,2;3,,1,1;2,,4,1=Illness; 2=Other cause; 1=Illiness; 2=Other causes,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
259,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,health_need,double_failure_sample,hh2_mortality;pi_mortality,mq06_1,illness_or_injury_need,1st illness;What was the illness that caused [.........]'s death,high,ddi_variable_and_file_match,2,F6;F96,hh2_mortality;pi_mortality,File contains data corresponding to MTM MORTALITY QUESTIONNAIRE HHR2;File contains data corresponding to MTM MORTALITY QUESTIONNAIRE,mq06_1,1st illness;What was the illness that caused [.........]'s death,discrete,numeric,2;1,2,19;1,19;1,,39,1=Malaria; 2=Measles; 3=Diarrhea; 4=Pneumonia; 5=Meningitis; ... +34 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
260,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,health_need,double_failure_sample,hh2_mortality,mq06_1_s,illness_or_injury_need,"1st illness, specify other",high,ddi_variable_and_file_match,1,F6,hh2_mortality,File contains data corresponding to MTM MORTALITY QUESTIONNAIRE HHR2,mq06_1_s,"1st illness, specify other",discrete,character,2,,,,,2,HEMORRHAGE=; STOMACH ACHE=,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
261,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,health_need,double_failure_sample,hh2_mortality;pi_mortality,mq06_2,illness_or_injury_need,2nd illness;What was the illness that caused [........]'s death,high,ddi_variable_and_file_match,2,F6;F96,hh2_mortality;pi_mortality,File contains data corresponding to MTM MORTALITY QUESTIONNAIRE HHR2;File contains data corresponding to MTM MORTALITY QUESTIONNAIRE,mq06_2,2nd illness;What was the illness that caused [........]'s death,discrete,numeric,1,2,99,99,,22,1=Malaria; 2=Measles; 3=Diarrhea; 4=Pneumonia; 5=Meningitis; ... +17 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
262,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,health_need,double_failure_sample,hh2_mortality,mq06_2_s,illness_or_injury_need,"2nd illness, specify other",high,ddi_variable_and_file_match,1,F6,hh2_mortality,File contains data corresponding to MTM MORTALITY QUESTIONNAIRE HHR2,mq06_2_s,"2nd illness, specify other",discrete,numeric,,2,,,,1,Sysmiss=,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
263,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,health_need,double_failure_sample,hh2_mortality,mq09a,illness_or_injury_need,"How long did [...] show signs of illness, days",high,ddi_variable_and_file_match,1,F6,hh2_mortality,File contains data corresponding to MTM MORTALITY QUESTIONNAIRE HHR2,mq09a,"How long did [...] show signs of illness, days",discrete,numeric,2,,3,21,,2,3=; 21=,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
264,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,health_need,double_failure_sample,hh2_mortality,mq09b,illness_or_injury_need,"How long did [...] show signs of illness, months",high,ddi_variable_and_file_match,1,F6,hh2_mortality,File contains data corresponding to MTM MORTALITY QUESTIONNAIRE HHR2,mq09b,"How long did [...] show signs of illness, months",discrete,numeric,2,,,,,1,=,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
265,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,health_need,double_failure_sample,hh2_mortality,mq09c,illness_or_injury_need,"How long did [...] show signs of illness, years",high,ddi_variable_and_file_match,1,F6,hh2_mortality,File contains data corresponding to MTM MORTALITY QUESTIONNAIRE HHR2,mq09c,"How long did [...] show signs of illness, years",discrete,numeric,2,,,,,1,=,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
266,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,health_need,double_failure_sample,hh2_mortality;pi_mortality,mq15,illness_or_injury_need,Ever had fever during illness;Did [....] ever had a fever in the period of illness that le,high,ddi_variable_and_file_match,2,F6;F96,hh2_mortality;pi_mortality,File contains data corresponding to MTM MORTALITY QUESTIONNAIRE HHR2;File contains data corresponding to MTM MORTALITY QUESTIONNAIRE,mq15,Ever had fever during illness;Did [....] ever had a fever in the period of illness that le,discrete,numeric,2;1,2,2;1,2;1,,5,1=Yes; 2=No; 1=Yes; 2=No; Sysmiss=,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
267,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,health_need,double_failure_sample,hh2_vct,s1q4g,illness_or_injury_need,Why tested: unknown illness,high,ddi_variable_and_file_match,1,F8,hh2_vct,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R2, 2008 VCT QUESTIONNAIRE",s1q4g,Why tested: unknown illness,discrete,numeric,287,473,,1,,3,=; 1=; Sysmiss=,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
268,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,health_need,double_failure_sample,hh2_vct;hh3_vct,s2q17f,illness_or_injury_need;care_not_sought_reason,Not learn results: was sick;Why did you not get the result of your HIV test? Was sick,high,ddi_variable_and_file_match,2,F8;F40,hh2_vct;hh3_vct,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R2, 2008 VCT QUESTIONNAIRE;File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE",s2q17f,Not learn results: was sick;Why did you not get the result of your HIV test? Was sick,discrete,numeric,5;30,755;1483,,1,,6,=No; 1=Yes; Sysmiss=; =; 1=; ... +1 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
269,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,health_need,double_failure_sample,hh2p1_s8;hh3p1_s8;p1_s8,s8q09,illness_or_injury_need;age,"Died of old age, an illness, or some other cause;Did [...] die of old age, an illness, or some other cause?;Died of old age/illness/other cause",high,ddi_variable_and_file_match,3,F17;F49;F85,hh2p1_s8;hh3p1_s8;p1_s8,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R2, 2008 PART I (Section 8: Deaths of Household Members);File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART I (Section 8: Deaths...",s8q09,"Died of old age, an illness, or some other cause;Did [...] die of old age, an illness, or some other cause?;Died of old age/illness/other cause",discrete,numeric,36;38;185,983;984;888,2;1,3,,15,1=Old age; 2=Illness; 3=Other cause; 9=Missing; Sysmiss=; ... +10 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
270,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,health_need,double_failure_sample,hh2p1_s8;hh3p1_s8;p1_s8,s8q10,illness_or_injury_need,Non-illness cause of death;What was the [non-illness] cause of [...]'s death?;[Non-illness] cause of death,high,ddi_variable_and_file_match,3,F17;F49;F85,hh2p1_s8;hh3p1_s8;p1_s8,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R2, 2008 PART I (Section 8: Deaths of Household Members);File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART I (Section 8: Deaths...",s8q10,Non-illness cause of death;What was the [non-illness] cause of [...]'s death?;[Non-illness] cause of death,discrete,numeric,4;2;9,1015;1020;1064,1;6,3;7;6,,27,1=Traffic accident; 2=Other accident or injury; 3=Childbirth or complications; 4=Murder; 5=Suicide; ... +22 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
271,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,health_need,double_failure_sample,hh2p1_s8;hh3p1_s8;p1_s8,s8q10_s,illness_or_injury_need,"[non-illness] cause of death, specify other;What was the [non-illness] cause of [...]'s death? Specify other;[Non-illness] cause of death, specify other",high,ddi_variable_and_file_match,3,F17;F49;F85,hh2p1_s8;hh3p1_s8;p1_s8,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R2, 2008 PART I (Section 8: Deaths of Household Members);File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART I (Section 8: Deaths...",s8q10_s,"[non-illness] cause of death, specify other;What was the [non-illness] cause of [...]'s death? Specify other;[Non-illness] cause of death, specify other",discrete,character,1,,,,,1,SUDDEN DEATH=,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
272,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,health_need,double_failure_sample,hh2p1_s8;hh3p1_s8;p1_s8,s8q11a,illness_or_injury_need,"Illness that caused death, 1st;What was the illness that caused [...]'s death?",high,ddi_variable_and_file_match,3,F17;F49;F85,hh2p1_s8;hh3p1_s8;p1_s8,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R2, 2008 PART I (Section 8: Deaths of Household Members);File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART I (Section 8: Deaths...",s8q11a,"Illness that caused death, 1st;What was the illness that caused [...]'s death?",discrete,numeric,32;35;173,987;900,1,19;99,,63,1=Malaria; 2=Measles; 3=Diarrhea; 4=Pneumonia; 5=Meningitis; ... +58 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
273,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,health_need,double_failure_sample,hh2p1_s8;hh3p1_s8;p1_s8,s8q11a_s,illness_or_injury_need,"Illness that caused death, specify other, 1st;What was the illness that caused [...]'s death? Specify other;Illness that caused death, 1st, specify other",high,ddi_variable_and_file_match,3,F17;F49;F85,hh2p1_s8;hh3p1_s8;p1_s8,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R2, 2008 PART I (Section 8: Deaths of Household Members);File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART I (Section 8: Deaths...",s8q11a_s,"Illness that caused death, specify other, 1st;What was the illness that caused [...]'s death? Specify other;Illness that caused death, 1st, specify other",discrete,character,7;8;19,,,,,30,ANAEMIA=; ANEMIA=; HEADACHE=; HEPATITIS=; RHEUMATISM=; ... +25 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
274,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,household_id,harmonization,hh2p1_cs;hh2p1_s1;hh2p1_s2;hh2p1_s3;hh2p1_s4;hh2p1_s5;hh2p1_s6;hh2p1_s7;hh2p1_s8;hh2p2_cs;hh2p2_s10;hh2p2_s11;hh2p2_s12;hh2p2_s13;hh2p2_s13a;hh2p2_s14;hh2p2_s9;hh2p3_cs;hh2p3_s15;hh2p3_s16,hhid,hhid;psu_or_cluster_id,Household ID in EA;Household ID;None;HH R1 HHID to be used with ea,high,ddi_variable_and_file_match,36,F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;F20,hh2p1_cs;hh2p1_s1;hh2p1_s2;hh2p1_s3;hh2p1_s4;hh2p1_s5;hh2p1_s6;hh2p1_s7;hh2p1_s8;hh2p2_cs;hh2p2_s9;hh2p2_s10,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2008 COMMUNITY QUESTIONNAIRE, R2 (ENGLISH);File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R2, 2008 PART I (Section 1: Househo...",hhid,Household ID in EA,discrete;contin,character;numeric,1036;7895;1020;17340;18342;12228;1019;1112;1090;1092;1191;181,,1,45,,509,H21010103=; H21010404=; H21010503=; H21011003=; H21011303=; ... +504 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
275,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,household_id,harmonization,p1_cs;p1_s1;p1_s2;p1_s3;p1_s4;p1_s5;p1_s6;p1_s7;p1_s8;p2_cs;p2_s10;p2_s11;p2_s12;p2_s13;p2_s14;p2_s14a;p2_s15;p2_s9;ptrack_public,ea,psu_or_cluster_id;hhid,Enumeration Area;HH R2 EA to be used with hhid,high,ddi_variable_and_file_match,19,F77;F78;F79;F80;F81;F82;F83;F84;F85;F86;F87;F88,p1_cs;p1_s1;p1_s2;p1_s3;p1_s4;p1_s5;p1_s6;p1_s7;p1_s8;p2_cs;p2_s9;p2_s10,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2007 PART I - Cover;File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2007 PART I - Section 1;File contains data corresponding to MARRIAGE ...",ea,Enumeration Area;HH R2 EA to be used with hhid,contin,numeric,1059;6572;18003;19061;12705;1073;1183,,101,160,,0,,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
276,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,household_id,harmonization,ptrack_public,hhid_pi1,hhid,HH PI 1 HHID,high,ddi_variable_and_file_match,1,F118,ptrack_public,,hhid_pi1,HH PI 1 HHID,discrete,character,746,,,,,707,101041=; 101051=; 101061=; 101081=; 101091=; ... +702 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
277,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,household_id,harmonization,ptrack_public,hhid_pi2,hhid,HH PI 2 HHID,high,ddi_variable_and_file_match,1,F118,ptrack_public,,hhid_pi2,HH PI 2 HHID,discrete,character,694,,,,,676,PI21010404=; PI21010503=; PI21010604=; PI21010803=; PI21010902=; ... +671 more,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
278,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,household_id,harmonization,ptrack_public,hhid_r2,hhid,HH R2 HHID,high,ddi_variable_and_file_match,1,F118,ptrack_public,,hhid_r2,HH R2 HHID,discrete,character,1095,,,,,0,,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
279,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,household_id,harmonization,ptrack_public,hhid_r3,hhid,HH R3 HHID,high,ddi_variable_and_file_match,1,F118,ptrack_public,,hhid_r3,HH R3 HHID,discrete,character,1068,,,,,0,,official_ddi_variable_and_file_evidence_present,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
280,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,insurance,covariates_and_subgroups,,,health_insurance,,metadata_candidate_from_concept_checklist,no_ddi_variable_match,0,,,,,,,,,,,,,0,,official_ddi_variable_evidence_missing,not_raw_value_verified,"official DDI evidence supports pre-review only; raw values, units, missing codes, skip patterns, and merge keys must still be verified from original microdata before promotion"
