acquisition_batch_rank,batch_role,campaign_phase,threshold_role,country,wave,idno,requirement_id,concept,review_rank_within_wave,review_rank_within_requirement_concept,candidate_files,candidate_raw_variable,candidate_harmonized_variables,raw_label,metadata_confidence,confidence_reason,required_for,is_financial_core,is_double_failure_core,is_design_core,raw_receipt_status,receipt_original_file_count,current_concept_gate,raw_file_status,raw_variable_status,verification_status,first_pass_review_status,post_download_review_action
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,illness_need_care_access,insurance,18,1,,,health_insurance,,metadata_candidate_from_concept_checklist,,covariates_and_subgroups,0,0,0,not_received_no_original_raw_package,0,blocked_missing_metadata_candidate,no_candidate_file_metadata,no_candidate_variable_metadata,raw_candidate_not_matched,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,survey_timing,survey_timing,19,1,hh2_mortality,mq25c,interview_date_or_survey_month,Date of interview [dd/mm/yyyy],high,explicit interview date/month/year evidence,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,survey_timing,survey_timing,20,2,hh2_tf,tfq6_c1,interview_date_or_survey_month,"Date of interview, day",high,explicit interview date/month/year evidence,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,geography_climate_linkage,climate_geography,21,1,hh2_mkts_hlthfac,cq5e1,latitude_or_longitude,GPS coordinates: EAST (1),high,explicit coordinate/GPS evidence,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,geography_climate_linkage,climate_geography,22,2,hh2_mkts_hlthfac,cq5e2,latitude_or_longitude,GPS coordinates: EAST (2),high,explicit coordinate/GPS evidence,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,missing_skip_units_recall,household_id,23,1,hh2p1_cs;hh2p1_s1;hh2p1_s2;hh2p1_s3;hh2p1_s4;hh2p1_s5;hh2p1_s6;hh2p1_s7;hh2p1_s8;hh2p2_cs;hh2p2_s10;hh2p2_s11;hh2p2_s12;hh2p2_s13;hh2p2_s13a;hh2p2_s14;hh2p2_s9;hh2p3_cs;hh2p3_s15;hh2p3_s16,hhid,hhid;psu_or_cluster_id,Household ID in EA;Household ID;None;HH R1 HHID to be used with ea,high,explicit household identifier evidence;explicit PSU/cluster evidence,harmonization,0,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,missing_skip_units_recall,household_id,24,2,p1_cs;p1_s1;p1_s2;p1_s3;p1_s4;p1_s5;p1_s6;p1_s7;p1_s8;p2_cs;p2_s10;p2_s11;p2_s12;p2_s13;p2_s14;p2_s14a;p2_s15;p2_s9;ptrack_public,ea,psu_or_cluster_id;hhid,Enumeration Area;HH R2 EA to be used with hhid,high,explicit PSU/cluster evidence;explicit household identifier evidence,harmonization,0,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,missing_skip_units_recall,survey_weight,25,1,hh2_mortality;pi_mortality,mq18,household_weight_or_person_weight,Did she/he suffer from weight loss;Did she/he suffer from weight loss? Yes,high,explicit survey weight evidence,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,missing_skip_units_recall,survey_weight,26,2,hh2_mortality;pi_mortality,mq19,household_weight_or_person_weight,Degree of weight loss;What was the degree of the weight loss,high,explicit survey weight evidence,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,missing_skip_units_recall,total_consumption_or_income,27,1,hh2p1_s4;p1_s4,s4q03,total_consumption_or_income,Total consumption,high,explicit total consumption/income or welfare aggregate evidence,main_financial_sample,1,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,missing_skip_units_recall,total_consumption_or_income,28,2,hh2p1_s4;p1_s4,s4q03u,total_consumption_or_income,"Total consumption, Unit;Total consumption (unit)",high,explicit total consumption/income or welfare aggregate evidence,main_financial_sample,1,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,missing_skip_units_recall,oop_health_expenditure,29,1,hh2p2_s9,s9q22b,oop_health_expenditure,Expenditure medical expenses past 3 months,high,health payment/expenditure evidence,main_financial_sample,1,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,missing_skip_units_recall,oop_health_expenditure,30,2,hh2p3_s16,s16q35b,oop_health_expenditure,Expenditure medical expenses past 3 months,high,health payment/expenditure evidence,main_financial_sample,1,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,missing_skip_units_recall,health_need,31,1,hh2_mortality;pi_mortality,mq04,illness_or_injury_need,Did [...] died of an illness or other cause;Did [.........] died of an illness or some other cause,high,explicit illness/injury/need evidence,double_failure_sample,0,1,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,missing_skip_units_recall,health_need,32,2,hh2_mortality;pi_mortality,mq06_1,illness_or_injury_need,1st illness;What was the illness that caused [.........]'s death,high,explicit illness/injury/need evidence,double_failure_sample,0,1,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,missing_skip_units_recall,care_or_barrier,33,1,hh2_cmty,ccq42_n,reason_not_sought_distance,Distance to nearest place to purchase common medicines (number),high,health-care access/barrier evidence,double_failure_sample,0,1,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,missing_skip_units_recall,care_or_barrier,34,2,hh2_cmty,ccq42_u,reason_not_sought_distance,Distance to nearest place to purchase common medicines (unit),high,health-care access/barrier evidence,double_failure_sample,0,1,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,missing_skip_units_recall,survey_timing,35,1,hh2_mortality,mq25c,interview_date_or_survey_month,Date of interview [dd/mm/yyyy],high,explicit interview date/month/year evidence,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,missing_skip_units_recall,survey_timing,36,2,hh2_tf,tfq6_c1,interview_date_or_survey_month,"Date of interview, day",high,explicit interview date/month/year evidence,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,missing_skip_units_recall,climate_geography,37,1,hh2_mkts_hlthfac,cq5e1,latitude_or_longitude,GPS coordinates: EAST (1),high,explicit coordinate/GPS evidence,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
3,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,missing_skip_units_recall,climate_geography,38,2,hh2_mkts_hlthfac,cq5e2,latitude_or_longitude,GPS coordinates: EAST (2),high,explicit coordinate/GPS evidence,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,household_person_merge_keys,household_id,1,1,HHTrack;NGA_HouseholdGeovars_Y2;NGA_PlotGeovariables_Y2;PTrack;cons_agg_wave2_visit1;cons_agg_wave2_visit2;sect10_plantingw2;sect10a_harvestw2;sect10b_harvestw2;sect10c_harvestw2;sect10ca_harvestw2;sect10cb_harvestw2;sect11a1_plantingw2;sect11a_harvestw2;sect11a_plantingw2;sect11b1_plantingw2;sect11b2_plantingw2;sect11b_harvestw2;sect11c1_plantingw2;sect11c2_plantingw2,hhid,hhid,HOUSEHOLD IDENTIFICATION;Unique HH Identifier;household identification,high,explicit household identifier evidence,harmonization,0,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,household_person_merge_keys,demographics,2,1,PTrack,age,age,"age of individual, first obs",high,explicit age evidence,covariates_and_subgroups,0,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,household_person_merge_keys,demographics,3,2,PTrack,sex,sex,"sex of individual, first obs",high,explicit sex/gender evidence,covariates_and_subgroups,0,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,weights_and_survey_design,survey_weight,4,1,HHTrack;secta_harvestw2;secta_plantingw2,wt_combined,household_weight_or_person_weight,Combined Wave 1 & Wave 2 household weight (hhs interviewed in both W1 & W2,high,explicit survey weight evidence,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,weights_and_survey_design,survey_weight,5,2,HHTrack,wt_w1v1,household_weight_or_person_weight,Wave 1 Visit 1 (PP) household weight,high,explicit survey weight evidence,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,weights_and_survey_design,psu_cluster,6,1,HHTrack;NGA_HouseholdGeovars_Y2;NGA_PlotGeovariables_Y2;cons_agg_wave2_visit1;cons_agg_wave2_visit2;sect10_plantingw2;sect10a_harvestw2;sect10b_harvestw2;sect10c_harvestw2;sect10ca_harvestw2;sect10cb_harvestw2;sect11a1_plantingw2;sect11a_harvestw2;sect11a_plantingw2;sect11b1_plantingw2;sect11b2_plantingw2;sect11b_harvestw2;sect11c1_plantingw2;sect11c2_plantingw2;sect11c_harvestw2,ea,psu_or_cluster_id,ea code;EA CODE;Enumeration area;ea,high,explicit PSU/cluster evidence,survey_design_robustness,0,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,weights_and_survey_design,psu_cluster,7,2,NGA_HouseholdGeovars_Y2,LAT_DD_MOD,latitude_or_longitude;psu_or_cluster_id,EA Latitude (offset),high,explicit coordinate/GPS evidence;explicit PSU/cluster evidence,survey_design_robustness,0,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,weights_and_survey_design,strata,8,1,,,strata,,metadata_candidate_from_concept_checklist,,survey_design_robustness,0,0,1,not_received_no_original_raw_package,0,blocked_missing_metadata_candidate,no_candidate_file_metadata,no_candidate_variable_metadata,raw_candidate_not_matched,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,consumption_or_income_aggregate,total_consumption_or_income,9,1,cons_agg_wave2_visit1;cons_agg_wave2_visit2,totcons,total_consumption_or_income,Total consumption per capita,high,explicit total consumption/income or welfare aggregate evidence,main_financial_sample,1,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,oop_health_expenditure,oop_health_expenditure,10,1,sect4a_harvestw2,s4aq20,oop_health_expenditure;care_sought,WHO PAID FOR MOST OF YOUR HEALTH EXPENSES INCLUDING CONSULTATION/HOSPITAL STAY?,high,health payment/expenditure evidence;health-care access/barrier evidence,main_financial_sample,1,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,oop_health_expenditure,oop_health_expenditure,11,2,sect4a_harvestw2,s4aq20b,oop_health_expenditure,WHO PAID FOR MOST OF YOUR HEALTH EXPENSES (OTHER SPECIFY),high,health payment/expenditure evidence,main_financial_sample,1,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,illness_need_care_access,health_need,12,1,sect4a_harvestw2,s4aq3,illness_or_injury_need,DURING THE PAST 4 WEEKS HAVE YOU SUFFERED FROM AN ILLNESS OR INJURY?,high,explicit illness/injury/need evidence,double_failure_sample,0,1,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,illness_need_care_access,health_need,13,2,sect4a_harvestw2,s4aq6a,illness_or_injury_need,WHOM DID YOU CONSULT FOR THIS ILLNESS/INJURY IN THE LAST 4 WEEKS?(1ST),high,explicit illness/injury/need evidence,double_failure_sample,0,1,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,illness_need_care_access,care_or_barrier,14,1,sect4a_harvestw2,s4aq10,care_sought,HOW MUCH DID YOU PAY FOR THE 1ST TRIP (TO & FROM)FOR CONSULTATION?(NAIRA),high,health-care access/barrier evidence,double_failure_sample,0,1,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,illness_need_care_access,care_or_barrier,15,2,sect4a_harvestw2,s4aq11a,care_sought;reason_not_sought_distance,HOW LONG DID IT TAKE TO TRAVEL TO YOUR FIRST CONSULTATION (HOURS),high,health-care access/barrier evidence,double_failure_sample,0,1,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,illness_need_care_access,insurance,16,1,sect3a_harvestw2,s3aq35,health_insurance,DO YOU CONTRIBUTE TO THE NATIONAL HEALTH INSURANCE SCHEME(NHIS)?,high,explicit health insurance or coverage evidence,covariates_and_subgroups,0,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,illness_need_care_access,insurance,17,2,sect3a_plantingw2,s3aq38,health_insurance,DO YOU CONTRIBUTE TO THE NATIONAL HEALTH INSURANCE SCHEME?,high,explicit health insurance or coverage evidence,covariates_and_subgroups,0,0,0,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,survey_timing,survey_timing,18,1,sectc_plantingw2,c0q3,interview_date_or_survey_month,date of interview,high,explicit interview date/month/year evidence,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
4,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,geography_climate_linkage,climate_geography,19,1,NGA_HouseholdGeovars_Y2,LAT_DD_MOD,latitude_or_longitude;psu_or_cluster_id,EA Latitude (offset),high,explicit coordinate/GPS evidence;explicit PSU/cluster evidence,main_financial_sample,1,0,1,not_received_no_original_raw_package,0,blocked_raw_file_missing,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_raw_package_not_received,"After complete original package receipt, inspect the listed file and variable for labels, values, missing and skip codes, units, recall period, merge level, and denominator semantics; then fill the verification templates and rerun the gates."
