acquisition_batch_rank,batch_role,country,survey_name,wave,idno,concept,required_for,is_financial_core,is_double_failure_core,is_design_core,metadata_support_status,high_confidence_rows,moderate_confidence_rows,candidate_files,candidate_variables,minimum_raw_evidence_needed,verification_action,raw_file_status,raw_variable_status,current_concept_gate,fill_raw_file_used,fill_raw_variable_used,fill_value_label_pass,fill_unit_or_recall_pass,fill_merge_key_pass,fill_sample_level_pass,fill_missing_code_pass,fill_promote_to_harmonization_recipe,review_notes
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,demographics,covariates_and_subgroups,0,0,0,metadata_supported_raw_unverified,91,0,PTrack;cons_agg_wave2_visit1;cons_agg_wave2_visit2;sect11b2_plantingw2;sect12_harvestw2;sect15b2_harvestw2;sect1_harvestw2;sect1_plantingw2;sect2_plantingw2;sect2a_harvestw2,age;sex;edtexp;nfdinsur;s11b2q10;s12q1d;s12q4a;s12q4b;s15bq3;s15bq4;s1q2;s1q21;s1q26;s1q4;s1q6_day;s1q6_month,age/sex/education/household structure/assets for adjustment and heterogeneity,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,health_need,double_failure_sample,0,1,0,metadata_supported_raw_unverified,4,0,sect4a_harvestw2,s4aq3;s4aq6a;s4aq6b;s4aq6c,"illness, injury, symptom, or other health-need denominator","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,household_id,harmonization,0,0,1,metadata_supported_raw_unverified,92,0,HHTrack;NGA_HouseholdGeovars_Y2;NGA_PlotGeovariables_Y2;PTrack;cons_agg_wave2_visit1;cons_agg_wave2_visit2;sect10_plantingw2;sect10a_harvestw2;sect10b_harvestw2;sect10c_harvestw2,hhid,household identifier available for module merges,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,insurance,covariates_and_subgroups,0,0,0,metadata_supported_raw_unverified,2,0,sect3a_harvestw2;sect3a_plantingw2,s3aq35;s3aq38,"insurance or coverage variable, if available","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,oop_health_expenditure,main_financial_sample,1,0,0,metadata_supported_raw_unverified,2,0,sect4a_harvestw2,s4aq20;s4aq20b,out-of-pocket health spending amount with unit and recall period,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,psu_cluster,survey_design_robustness,0,0,1,metadata_supported_raw_unverified,101,0,HHTrack;NGA_HouseholdGeovars_Y2;NGA_PlotGeovariables_Y2;cons_agg_wave2_visit1;cons_agg_wave2_visit2;sect10_plantingw2;sect10a_harvestw2;sect10b_harvestw2;sect10c_harvestw2;sect10ca_harvestw2,ea;LAT_DD_MOD;LON_DD_MOD,"PSU, cluster, or enumeration area identifier for variance/clustering","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,shocks_or_livelihood,mechanisms_and_heterogeneity,0,0,0,metadata_supported_raw_unverified,60,347,NGA_HouseholdGeovars_Y2;sect11d_plantingw2;sect11e_plantingw2;sect11h_plantingw2;sect12_harvestw2;sect15a_harvestw2;sect4a_plantingw2;sect4b_plantingw2;sect6_plantingw2;sect9_harvestw2,anntot_avg;h2012_tot;h2012_wetQ;wetQ_avg;s11dq23;s11dq35;s11eq25;s11eq37;s11hq18a;s12q1f;s15aq1;s15aq5a;s15aq5b;s15aq5c;s15aq5d;shock_cd,"shock, agriculture/livelihood, coping, or food-insecurity variable","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,strata,survey_design_robustness,0,0,1,missing_from_metadata,0,0,,,strata identifier if survey design requires it,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",no_candidate_file_metadata,no_candidate_variable_metadata,blocked_missing_metadata_candidate,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,survey_timing,main_financial_sample,1,0,1,metadata_supported_raw_unverified,1,0,sectc_plantingw2,c0q3,interview date/month or documented fieldwork month for climate lags,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,survey_weight,main_financial_sample,1,0,1,metadata_supported_raw_unverified,15,0,HHTrack;cons_agg_wave2_visit1;cons_agg_wave2_visit2;sect4a_harvestw2;sect4b_harvestw2;secta_harvestw2;secta_plantingw2,wt_combined;wt_w1v1;wt_w1v2;wt_w2v1;wt_w2v2;wt_wave1;wt_wave2;hhweight;s4aq52;s4bq6,household or person survey weight appropriate to the outcome unit,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,total_consumption_or_income,main_financial_sample,1,0,0,metadata_supported_raw_unverified,2,0,cons_agg_wave2_visit1;cons_agg_wave2_visit2,totcons,survey-team aggregate preferred; otherwise documented reconstruction components,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
5,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2015-2016, Wave 3",2015-2016,NGA_2015_GHSP-W3_v02_M,care_or_barrier,double_failure_sample,0,1,0,metadata_supported_raw_unverified,19,0,sect4a_harvestw3,s4aq10;s4aq11a;s4aq11b;s4aq12a;s4aq12b;s4aq15;s4aq16;s4aq17;s4aq7a;s4aq7a_os;s4aq7b;s4aq7b_os;s4aq8a;s4aq8a_os;s4aq8b;s4aq8b_os,care-seeking or reason/barrier for not seeking care,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
5,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2015-2016, Wave 3",2015-2016,NGA_2015_GHSP-W3_v02_M,climate_geography,main_financial_sample,1,0,1,metadata_supported_raw_unverified,7,0,NGA_HouseholdGeovars_Y3;sect11a1_plantingw3;secta1_harvestw3,LAT_DD_MOD;LON_DD_MOD;s11aq4a1;s11aq4c;sa1q10a;sa1q1a;sa1q9c,"admin geography, cluster, or GPS quality sufficient for climate linkage","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
5,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2015-2016, Wave 3",2015-2016,NGA_2015_GHSP-W3_v02_M,demographics,covariates_and_subgroups,0,0,0,metadata_supported_raw_unverified,75,0,PTrack;cons_agg_wave3_visit1;cons_agg_wave3_visit2;sect12_harvestw3;sect15b2_harvestw3;sect1_harvestw3;sect1_plantingw3;sect2_harvestw3;sect3_harvestw3;sect3_plantingw3,age;sex;edtexp;nfdinsur;s12q1d;s12q4a;s12q4b;s15bq3;s15bq4;s1q2;s1q21;s1q26;s1q4;s1q6_day;s1q6_month;s1q6_year,age/sex/education/household structure/assets for adjustment and heterogeneity,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
5,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2015-2016, Wave 3",2015-2016,NGA_2015_GHSP-W3_v02_M,health_need,double_failure_sample,0,1,0,metadata_supported_raw_unverified,7,0,sect4a_harvestw3,s4aq3;s4aq3b;s4aq3b_os;s4aq6a;s4aq6a_os;s4aq6b;s4aq6b_os,"illness, injury, symptom, or other health-need denominator","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
5,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2015-2016, Wave 3",2015-2016,NGA_2015_GHSP-W3_v02_M,household_id,harmonization,0,0,1,metadata_supported_raw_unverified,81,0,HHTrack;NGA_HouseholdGeovars_Y3;NGA_PlotGeovariables_Y3;PTrack;cons_agg_wave3_visit1;cons_agg_wave3_visit2;sect10a_harvestw3;sect10b_harvestw3;sect10c_harvestw3;sect10ca_harvestw3,hhid,household identifier available for module merges,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
5,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2015-2016, Wave 3",2015-2016,NGA_2015_GHSP-W3_v02_M,insurance,covariates_and_subgroups,0,0,0,metadata_supported_raw_unverified,6,0,sect3_harvestw3;sect3_plantingw3,s3q15f;s3q28f;s3q38,"insurance or coverage variable, if available","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
5,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2015-2016, Wave 3",2015-2016,NGA_2015_GHSP-W3_v02_M,oop_health_expenditure,main_financial_sample,1,0,0,metadata_supported_raw_unverified,2,0,sect4a_harvestw3,s4aq20;s4aq20b,out-of-pocket health spending amount with unit and recall period,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
5,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2015-2016, Wave 3",2015-2016,NGA_2015_GHSP-W3_v02_M,psu_cluster,survey_design_robustness,0,0,1,metadata_supported_raw_unverified,104,0,HHTrack;NGA_HouseholdGeovars_Y3;NGA_PlotGeovariables_Y3;cons_agg_wave3_visit1;cons_agg_wave3_visit2;sect10a_harvestw3;sect10b_harvestw3;sect10c_harvestw3;sect10ca_harvestw3;sect10cb_harvestw3,ea;LAT_DD_MOD;LON_DD_MOD;event_seq,"PSU, cluster, or enumeration area identifier for variance/clustering","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
5,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2015-2016, Wave 3",2015-2016,NGA_2015_GHSP-W3_v02_M,shocks_or_livelihood,mechanisms_and_heterogeneity,0,0,0,metadata_supported_raw_unverified,67,356,NGA_HouseholdGeovars_Y3;sect11e_plantingw3;sect12_harvestw3;sect15a_harvestw3;sect4b_plantingw3;sect4c1_plantingw3;sect4c2_plantingw3;sect4c3_plantingw3;sect9_harvestw3;sect9_plantingw3,anntot_avg;h2015_tot;h2015_wetQ;wetQ_avg;s11eq25;s11eq37;s12q1f;s15aq1;s15aq5a;s15aq5a_os;s15aq5b;s15aq5b_os;s15aq5c;s15aq5c_os;s15aq5d;s15aq5d_os,"shock, agriculture/livelihood, coping, or food-insecurity variable","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
5,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2015-2016, Wave 3",2015-2016,NGA_2015_GHSP-W3_v02_M,strata,survey_design_robustness,0,0,1,missing_from_metadata,0,0,,,strata identifier if survey design requires it,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",no_candidate_file_metadata,no_candidate_variable_metadata,blocked_missing_metadata_candidate,,,,,,,,,
5,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2015-2016, Wave 3",2015-2016,NGA_2015_GHSP-W3_v02_M,survey_timing,main_financial_sample,1,0,1,metadata_supported_raw_unverified,2,0,sectc_harvestw3;sectc_plantingw3,c0q3,interview date/month or documented fieldwork month for climate lags,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
5,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2015-2016, Wave 3",2015-2016,NGA_2015_GHSP-W3_v02_M,survey_weight,main_financial_sample,1,0,1,metadata_supported_raw_unverified,20,0,HHTrack;cons_agg_wave3_visit1;cons_agg_wave3_visit2;sect4a_harvestw3;secta_harvestw3;secta_plantingw3,wt_combined;wt_w1_w2_w3;wt_w1_w3;wt_w1v1;wt_w1v2;wt_w2_w3;wt_w2v1;wt_w2v2;wt_w3v1;wt_w3v2;wt_wave1;wt_wave2;wt_wave3;hhweight;s4aq52,household or person survey weight appropriate to the outcome unit,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
5,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2015-2016, Wave 3",2015-2016,NGA_2015_GHSP-W3_v02_M,total_consumption_or_income,main_financial_sample,1,0,0,metadata_supported_raw_unverified,2,0,cons_agg_wave3_visit1;cons_agg_wave3_visit2,totcons,survey-team aggregate preferred; otherwise documented reconstruction components,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
6,priority_10_wave_batch,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,care_or_barrier,double_failure_sample,0,1,0,metadata_supported_raw_unverified,5,0,sect4a_harvestw1,s4aq15;s4aq16;s4aq17;s4aq20;s4aq20b,care-seeking or reason/barrier for not seeking care,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
6,priority_10_wave_batch,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,climate_geography,main_financial_sample,1,0,1,metadata_supported_raw_unverified,4,0,NGA_HouseholdGeovariables_Y1;sect11a1_plantingw1;secta1_harvestw1,lat_dd_mod;lon_dd_mod;s11aq4d;sa1q9d,"admin geography, cluster, or GPS quality sufficient for climate linkage","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
6,priority_10_wave_batch,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,demographics,covariates_and_subgroups,0,0,0,metadata_supported_raw_unverified,69,0,cons_agg_wave1_visit1;cons_agg_wave1_visit2;sect12_harvestw1;sect15b_harvestw1;sect1_harvestw1;sect1_plantingw1;sect2_plantingw1;sect2a_harvestw1;sect2b_harvestw1;sect4a_harvestw1,edtexp;nfdinsur;s12q1d;s12q4a;s12q4b;s15bq3;s15bq4;s1q14;s1q15;s1q16;s1q17;s1q18a;s1q18b;s1q18c;s1q2;s1q26,age/sex/education/household structure/assets for adjustment and heterogeneity,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
6,priority_10_wave_batch,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,health_need,double_failure_sample,0,1,0,metadata_supported_raw_unverified,4,0,sect4a_harvestw1,s4aq3;s4aq6a;s4aq6b;s4aq6c,"illness, injury, symptom, or other health-need denominator","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
6,priority_10_wave_batch,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,household_id,harmonization,0,0,1,metadata_supported_raw_unverified,81,0,NGA_HouseholdGeovariables_Y1;NGA_PlotGeovariables_Y1;cons_agg_wave1_visit1;cons_agg_wave1_visit2;sect10_plantingw1;sect10a_harvestw1;sect10b_harvestw1;sect10c_harvestw1;sect10ca_harvestw1;sect10cb_harvestw1,hhid,household identifier available for module merges,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
6,priority_10_wave_batch,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,insurance,covariates_and_subgroups,0,0,0,metadata_supported_raw_unverified,2,0,sect3_plantingw1;sect3a_harvestw1,s3q36;s3aq35,"insurance or coverage variable, if available","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
6,priority_10_wave_batch,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,oop_health_expenditure,main_financial_sample,1,0,0,metadata_supported_raw_unverified,2,3,sect4a_harvestw1,s4aq20;s4aq20b;s4aq14;s4aq17;s4aq19,out-of-pocket health spending amount with unit and recall period,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
6,priority_10_wave_batch,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,psu_cluster,survey_design_robustness,0,0,1,metadata_supported_raw_unverified,102,0,NGA_HouseholdGeovariables_Y1;NGA_PlotGeovariables_Y1;cons_agg_wave1_visit1;cons_agg_wave1_visit2;sect10_plantingw1;sect10a_harvestw1;sect10b_harvestw1;sect10c_harvestw1;sect10ca_harvestw1;sect10cb_harvestw1,ea;lat_dd_mod;lon_dd_mod;s2;amenities_seq;event_seq,"PSU, cluster, or enumeration area identifier for variance/clustering","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
6,priority_10_wave_batch,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,shocks_or_livelihood,mechanisms_and_heterogeneity,0,0,0,metadata_supported_raw_unverified,57,332,NGA_HouseholdGeovariables_Y1;sect11d_plantingw1;sect11e_plantingw1;sect11h_plantingw1;sect12_harvestw1;sect15a_harvestw1;sect4_plantingw1;sect6_plantingw1;sect9_harvestw1;sect9_plantingw1,anntot_avg;h2010_tot;h2010_wetQ;wetQ_avg;s11dq22;s11eq24;s11eq35;s11hq18a;s11hq18b;s11hq18c;s12q1f;s15aq1;s15aq1b;s15aq5a;s15aq5b;s15aq5c,"shock, agriculture/livelihood, coping, or food-insecurity variable","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
6,priority_10_wave_batch,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,strata,survey_design_robustness,0,0,1,missing_from_metadata,0,0,,,strata identifier if survey design requires it,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",no_candidate_file_metadata,no_candidate_variable_metadata,blocked_missing_metadata_candidate,,,,,,,,,
6,priority_10_wave_batch,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,survey_timing,main_financial_sample,1,0,1,metadata_supported_raw_unverified,1,0,sectc_plantingw1,interview_date,interview date/month or documented fieldwork month for climate lags,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
6,priority_10_wave_batch,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,survey_weight,main_financial_sample,1,0,1,metadata_supported_raw_unverified,8,0,cons_agg_wave1_visit1;cons_agg_wave1_visit2;sect4a_harvestw1;sect4b_harvestw1;secta_harvestw1;secta_plantingw1,hhweight;s4aq52;s4bq6;wt_combined;wt_wave1,household or person survey weight appropriate to the outcome unit,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
6,priority_10_wave_batch,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,total_consumption_or_income,main_financial_sample,1,0,0,metadata_supported_raw_unverified,2,0,cons_agg_wave1_visit1;cons_agg_wave1_visit2,totcons,survey-team aggregate preferred; otherwise documented reconstruction components,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,care_or_barrier,double_failure_sample,0,1,0,metadata_supported_raw_unverified,11,0,SEC_B_C_D_E1_F_G1_U_English_Labels,scq14_trans;sdq3_1;sdq3_2;sdq42;sdq43_1;sdq43_2;sdq43_3;sdq54;sdq55_1;sdq55_2;sdq55_3,care-seeking or reason/barrier for not seeking care,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,climate_geography,main_financial_sample,1,0,1,metadata_supported_raw_unverified,41,12,HH.Geovariables_Y1;SECTA1A2_English_Labels;SECTA1A2_Swahili_Labels;SECTCB;SECTCB_Swahili_Labels;SECTCC;SECTCD;SECTCEFG;SECTCH;SECTCI,lat_modified;lon_modified;district;region;ward;area;crops11;crops12;crops14;crops15;crops17;crops18;dist05;sbq25district;sbq27district;shq11e,"admin geography, cluster, or GPS quality sufficient for climate linkage","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,demographics,covariates_and_subgroups,0,0,0,metadata_supported_raw_unverified,36,2,SECTCH;SECTCI;SEC_B_C_D_E1_F_G1_U_English_Labels;SEC_G2_English_Labels;SEC_H1_J_K2_O2_P1_Q1_S1_English_Labels;SEC_I_English_Labels;SEC_R_English_Labels;SEC_S2_English_Labels;TZY1.HH.Consumption,ch12;ch19d;ci01c;ci02c;ci18d;sbq12;sbq15;sbq2;scq12;scq14_bks;scq14_contr;scq14_fee;scq14_food;scq14_tot;scq14_trans;scq14_tui,age/sex/education/household structure/assets for adjustment and heterogeneity,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,health_need,double_failure_sample,0,1,0,metadata_supported_raw_unverified,9,0,SEC_B_C_D_E1_F_G1_U_English_Labels;SEC_S2_English_Labels,sdq39;sdq40;sdq5;sdq6;ssq10_1;ssq10_2;ssq11_1;ssq11_2;ssq8,"illness, injury, symptom, or other health-need denominator","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,household_id,harmonization,0,0,1,metadata_supported_raw_unverified,50,0,Agriculture SEC_1_ALL_Swahili_Labels;HH.Geovariables_Y1;SEC_2A_English_Labels;SEC_2A_Swahili_Labels;SEC_2B_English_Labels;SEC_2B_Swahili_Labels;SEC_3A_English_Labels;SEC_3A_Swahili_Labels;SEC_3B_English_Labels;SEC_3B_Swahili_Labels,hhid,household identifier available for module merges,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,insurance,covariates_and_subgroups,0,0,0,missing_from_metadata,0,0,,,"insurance or coverage variable, if available","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",no_candidate_file_metadata,no_candidate_variable_metadata,blocked_missing_metadata_candidate,,,,,,,,,
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,oop_health_expenditure,main_financial_sample,1,0,0,metadata_supported_raw_unverified,11,19,SEC_B_C_D_E1_F_G1_U_English_Labels;SEC_B_C_D_E1_F_G1_U_Swahili_Labels,scq14_fee;scq14_food;sdq11;sdq9;seq17;seq18_1;seq18_2;seq20;seq38;seq39;seq40;scq11;scq14_bks;scq14_contr;scq14_tot;scq14_trans,out-of-pocket health spending amount with unit and recall period,"inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,psu_cluster,survey_design_robustness,0,0,1,metadata_supported_raw_unverified,28,0,HH.Geovariables_Y1;SECTA1A2_English_Labels;SECTA1A2_Swahili_Labels;SECTCB;SECTCB_Swahili_Labels;SECTCC;SECTCD;SECTCEFG;SECTCH;SECTCI,ea_id;lat_modified;lon_modified;ea;cj02;cluster,"PSU, cluster, or enumeration area identifier for variance/clustering","inspect raw values, labels, merge keys, units, recall period, and missing codes before harmonization",raw_files_not_present,raw_variable_catalog_absent,blocked_raw_file_missing,,,,,,,,,
