acquisition_batch_rank,batch_role,country,wave,idno,promoted_dataset_layer,output_column,output_role,required_for_final_dataset,source_concepts,expected_level,derivation_type,candidate_variable_rows,high_confidence_candidate_rows,candidate_files,candidate_raw_variables,manual_verified_variable_rows,concept_manual_statuses,raw_receipt_status,climate_linkage_gate_status,registry_analysis_ready_status,current_synthesis_status,blocking_reason,post_raw_synthesis_action
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,climate_linked,climate_shock_indicator,climate_exposure,yes,survey_timing;climate_geography,household_or_cluster,derived_from_chirps_or_era5,18,18,ETH_HouseholdGeovariables_Y4.dta; ET_local_area_unit_conversion.dta; cons_agg_w4.dta;sect01a_com_w4.dta;sect01b_com_w4.dta;sect02_com_w4.dta;sect03_com_w4.dta;sect04_com_w4.dta;sect05_com_w4.dta;sect06_com_w4.dta;sect07_com_w4.dta;sect08_com_w4.dta;sect09_com_w4.dta;sect10_ph_w4.dta;sect10a_com_w4.dta;sect10a_hh_w4.dta;sect10b_com_w4.dta;sect10b_hh_w4.dta;sect10c_hh_w4.dta;sect10d1_hh_w4.dta;sect10d2_hh_w4.dta;sect11_hh_w4.dta; sect10a_com_w4.dta; sect1_hh_w4.dta; sect3_pp_w4.dta; sect_cover_hh_w4.dta; sect_cover_ls_w4.dta;sect_cover_ph_w4.dta;sect_cover_pp_w4.dta,dist_admhq; lat_mod; lon_mod; region; saq01; cs10q05__Accuracy; cs10q05__Altitude; cs10q05__Latitude; cs10q05__Longitude; cs10q05__Timestamp; s1q12; s3q08; s3q09__Accuracy; s3q09__Altitude; s3q09__Latitude; s3q09__Longitude; InterviewStart; InterviewDate,0,survey_timing:blocked_source_gate_not_ready; climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,covariates,age,demographic_covariate,recommended,demographics,person_or_household,raw_variable,0,0,,,0,demographics:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,covariates,sex,demographic_covariate,recommended,demographics,person_or_household,raw_variable,11,11,sect02_com_w4.dta; sect04_com_w4.dta; sect05_com_w4.dta; sect10c_hh_w4.dta,cs2q03; cs4q59a; cs4q59b; cs5q10; cs5q11; s10c_q02d; s10c_q02e; s10c_q05b; s10c_q05c; s10c_q10b; s10c_q10c,0,demographics:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,covariates,education,socioeconomic_covariate,optional,demographics,person_or_household,raw_variable,3,3,cons_agg_w4.dta; sect02_com_w4.dta,educ_cons_ann; nom_educcons_aeq; cs2q07,0,demographics:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,covariates,insurance,coverage_covariate,optional,insurance,person_or_household,raw_variable,1,1,sect3_hh_w4.dta,s3q19,0,insurance:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,mechanisms,shock_module_variable,mechanism_covariate,optional,shocks_or_livelihood,household,raw_variable,6,6,ETH_HouseholdGeovariables_Y4.dta,anntot_avg; h2018_tot; h2018_wetQ; h2019_tot; h2019_wetQ; wetQ_avg,0,shocks_or_livelihood:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,mechanisms,agriculture_livelihood,mechanism_covariate,optional,shocks_or_livelihood,household,raw_variable,1,1,sect06_com_w4.dta,cs6q18c,0,shocks_or_livelihood:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_promoted,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,household_core,country,metadata,yes,metadata,dataset,metadata_constant,0,0,,,0,metadata_constant,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,metadata_ready_not_sufficient_for_promotion,metadata constants exist but source raw dataset is not promoted,Carry metadata constants only after the country-wave is promoted.
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,household_core,wave,metadata,yes,metadata,dataset,metadata_constant,0,0,,,0,metadata_constant,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,metadata_ready_not_sufficient_for_promotion,metadata constants exist but source raw dataset is not promoted,Carry metadata constants only after the country-wave is promoted.
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,household_core,idno,metadata,yes,metadata,dataset,metadata_constant,0,0,,,0,metadata_constant,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,metadata_ready_not_sufficient_for_promotion,metadata constants exist but source raw dataset is not promoted,Carry metadata constants only after the country-wave is promoted.
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,household_core,household_id,base_key,yes,household_id,household,raw_variable,6,6,hh2p1_cs;hh2p1_s1;hh2p1_s2;hh2p1_s3;hh2p1_s4;hh2p1_s5;hh2p1_s6;hh2p1_s7;hh2p1_s8;hh2p2_cs;hh2p2_s10;hh2p2_s11;hh2p2_s12;hh2p2_s13;hh2p2_s13a;hh2p2_s14;hh2p2_s9;hh2p3_cs;hh2p3_s15;hh2p3_s16; p1_cs;p1_s1;p1_s2;p1_s3;p1_s4;p1_s5;p1_s6;p1_s7;p1_s8;p2_cs;p2_s10;p2_s11;p2_s12;p2_s13;p2_s14;p2_s14a;p2_s15;p2_s9;ptrack_public; ptrack_public,hhid; ea; hhid_pi1; hhid_pi2; hhid_r2; hhid_r3,0,household_id:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,survey_design,survey_weight,weight,yes,survey_weight,household_or_person,raw_variable,4,4,hh2_mortality;pi_mortality; hh3_mortality,mq18; mq19; d18; d19,0,survey_weight:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,survey_design,psu_cluster,design_key,yes,psu_cluster,cluster,raw_variable,16,16,hh2_mkts_location;mkts_location,q7_1; q7_10; q7_11; q7_12; q7_13; q7_14; q7_15; q7_16; q7_17; q7_2; q7_3; q7_4; q7_5; q7_6; q7_7; q7_8,0,psu_cluster:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,survey_design,strata,design_key,recommended,strata,strata,raw_variable,1,0,,,0,strata:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,timing,survey_year,time_key,yes,survey_timing,household,raw_variable,0,0,,,0,survey_timing:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,timing,survey_month,time_key,yes,survey_timing,household,raw_variable,0,0,,,0,survey_timing:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,timing,interview_date,time_key,recommended,survey_timing,household,raw_variable,0,0,,,0,survey_timing:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,climate_geography,admin1,geo_key,recommended,climate_geography,cluster_or_admin,raw_variable,0,0,,,0,climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,climate_geography,admin2,geo_key,recommended,climate_geography,cluster_or_admin,raw_variable,0,0,,,0,climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,climate_geography,cluster_id,geo_key,yes,climate_geography,cluster_or_admin,raw_variable,0,0,,,0,climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,climate_geography,latitude,geo_key,recommended,climate_geography,cluster_or_admin,raw_variable,0,0,,,0,climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,climate_geography,longitude,geo_key,recommended,climate_geography,cluster_or_admin,raw_variable,0,0,,,0,climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,climate_geography,geolocation_quality,geo_qc,yes,climate_geography,cluster_or_admin,raw_variable,0,0,,,0,climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,climate_geography,rural,geo_covariate,recommended,climate_geography,household_or_cluster,raw_variable,0,0,,,0,climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,financial_inputs,total_consumption,financial_denominator,yes,total_consumption_or_income,household,raw_variable,0,0,,,0,total_consumption_or_income:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,financial_inputs,total_income,financial_denominator,recommended,total_consumption_or_income,household,raw_variable,0,0,,,0,total_consumption_or_income:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,financial_inputs,food_consumption,financial_denominator_component,recommended,total_consumption_or_income,household,raw_variable,0,0,,,0,total_consumption_or_income:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,financial_inputs,nonfood_consumption,financial_denominator_component,recommended,total_consumption_or_income,household,raw_variable,0,0,,,0,total_consumption_or_income:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,financial_inputs,oop_health_expenditure,financial_numerator,yes,oop_health_expenditure,household_or_person,raw_variable,7,3,hh2p2_s9; hh2p3_s16; p2_s10; hh2p2_s11;p2_s11; hh2p3_s17,s9q22b; s16q35b; s10q35b; s11q13; s11q16; s17q13; s17q16,0,oop_health_expenditure:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,financial_outcomes,che10,derived_outcome,yes,oop_health_expenditure;total_consumption_or_income,household,derived_from_verified_inputs,10,6,hh2p2_s9; hh2p3_s16; p2_s10; hh2p2_s11;p2_s11; hh2p3_s17; hh2p1_s4;p1_s4,s9q22b; s16q35b; s10q35b; s11q13; s11q16; s17q13; s17q16; s4q03; s4q03u; s4q03u_s,0,oop_health_expenditure:blocked_source_gate_not_ready; total_consumption_or_income:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,financial_outcomes,che25,derived_outcome,yes,oop_health_expenditure;total_consumption_or_income,household,derived_from_verified_inputs,10,6,hh2p2_s9; hh2p3_s16; p2_s10; hh2p2_s11;p2_s11; hh2p3_s17; hh2p1_s4;p1_s4,s9q22b; s16q35b; s10q35b; s11q13; s11q16; s17q13; s17q16; s4q03; s4q03u; s4q03u_s,0,oop_health_expenditure:blocked_source_gate_not_ready; total_consumption_or_income:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,financial_outcomes,sdg382_indicator,derived_outcome,yes,oop_health_expenditure;total_consumption_or_income,household,derived_from_verified_inputs,10,6,hh2p2_s9; hh2p3_s16; p2_s10; hh2p2_s11;p2_s11; hh2p3_s17; hh2p1_s4;p1_s4,s9q22b; s16q35b; s10q35b; s11q13; s11q16; s17q13; s17q16; s4q03; s4q03u; s4q03u_s,0,oop_health_expenditure:blocked_source_gate_not_ready; total_consumption_or_income:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,access_inputs,illness_or_injury_need,need_denominator,yes,health_need,person_or_household,raw_variable,16,16,hh2_mortality;pi_mortality; hh2_mortality; hh2_vct; hh2_vct;hh3_vct; hh2p1_s8;hh3p1_s8;p1_s8,mq04; mq06_1; mq06_1_s; mq06_2; mq06_2_s; mq09a; mq09b; mq09c; mq15; s1q4g; s2q17f; s8q09; s8q10; s8q10_s; s8q11a; s8q11a_s,0,health_need:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,access_inputs,care_sought,care_access,yes,care_or_barrier,person_or_household,raw_variable,4,4,hh2_cmty;hh3_cmty; hh2_mkts_hlthfac;mkts_hlthfac; hh2_mkts_location;mkts_location,ccq47_n; ccq47_u; hlth_id; hlth_id1,0,care_or_barrier:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,access_inputs,care_not_sought,care_access,recommended,care_or_barrier,person_or_household,raw_variable,0,0,,,0,care_or_barrier:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,access_inputs,care_not_sought_reason,care_barrier,recommended,care_or_barrier,person_or_household,raw_variable,0,0,,,0,care_or_barrier:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,access_inputs,health_facility_distance,care_barrier,recommended,care_or_barrier,person_or_household,raw_variable,2,2,hh2_cmty;hh3_cmty,ccq47_n; ccq47_u,0,care_or_barrier:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,access_outcomes,forgone_care_access_failure,derived_outcome,yes,health_need;care_or_barrier,person_or_household,derived_from_verified_inputs,32,32,hh2_cmty; hh2_cmty;hh3_cmty; hh2_mkts_hlthfac;mkts_hlthfac; hh2_mkts_location; hh2_mkts_location;mkts_location; hh2_mortality;pi_mortality; hh2_mortality; hh2_vct; hh2_vct;hh3_vct; hh2p1_s8;hh3p1_s8;p1_s8,ccq42_n; ccq42_u; ccq44_n; ccq44_u; ccq47_n; ccq47_u; hlth_id; hlth_dist1; hlth_dist1u; hlth_dist2; hlth_dist2u; hlth_dist3; hlth_dist3u; hlth_dist4; hlth_dist4u; hlth_id1; mq04; mq06_1; mq06_1_s; mq06_2,0,health_need:blocked_source_gate_not_ready; care_or_barrier:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,access_outcomes,double_failure_indicator,derived_outcome,yes,oop_health_expenditure;total_consumption_or_income;health_need;care_or_barrier,household,derived_from_verified_inputs,42,38,hh2_cmty; hh2_cmty;hh3_cmty; hh2_mkts_hlthfac;mkts_hlthfac; hh2_mkts_location; hh2_mkts_location;mkts_location; hh2_mortality;pi_mortality; hh2_mortality; hh2_vct; hh2_vct;hh3_vct; hh2p1_s8;hh3p1_s8;p1_s8; hh2p2_s9; hh2p3_s16; p2_s10; hh2p2_s11;p2_s11; hh2p3_s17,ccq42_n; ccq42_u; ccq44_n; ccq44_u; ccq47_n; ccq47_u; hlth_id; hlth_dist1; hlth_dist1u; hlth_dist2; hlth_dist2u; hlth_dist3; hlth_dist3u; hlth_dist4; hlth_dist4u; hlth_id1; mq04; mq06_1; mq06_1_s; mq06_2,0,oop_health_expenditure:blocked_source_gate_not_ready; total_consumption_or_income:blocked_source_gate_not_ready; health_need:blocked_source_gate_not_ready; care_or_barrier:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,climate_linked,climate_source,climate_metadata,yes,survey_timing;climate_geography,household_or_cluster,derived_from_verified_linkage,26,22,hh2_mkts_hlthfac; hh2p2_cs;pi_cs; ptrack_public; hh2_cmty; hh2_vct; hh2p2_s10;hh3p2_s10; hh2p2_s12; hh2p3_s15;hh3p3_s15; hh2_mortality; hh2_tf; hh3_health; hh3_market_mids,cq5e1; cq5e2; cq5e3; cq5s1; cq5s2; cq5s3; district; dis_hh2; dis_hh3; dis_pi1; dis_pi2; cdq19; s1q11c; s10q09; s12q25e; s15q18; mq25c; tfq6_c1; tfq6_c2; tfq6_c3,0,survey_timing:blocked_source_gate_not_ready; climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,climate_linked,climate_window_start,climate_window,yes,survey_timing,household_or_cluster,derived_from_verified_timing,10,10,hh2_mortality; hh2_tf; hh3_health; hh3_market_mids,mq25c; tfq6_c1; tfq6_c2; tfq6_c3; hq03_d; hq03_m; hq03_y; mq03_d; mq03_m; mq03_y,0,survey_timing:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,climate_linked,climate_window_end,climate_window,yes,survey_timing,household_or_cluster,derived_from_verified_timing,10,10,hh2_mortality; hh2_tf; hh3_health; hh3_market_mids,mq25c; tfq6_c1; tfq6_c2; tfq6_c3; hq03_d; hq03_m; hq03_y; mq03_d; mq03_m; mq03_y,0,survey_timing:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,climate_linked,chirps_precip_anomaly,climate_exposure,yes,survey_timing;climate_geography,household_or_cluster,derived_from_chirps,26,22,hh2_mkts_hlthfac; hh2p2_cs;pi_cs; ptrack_public; hh2_cmty; hh2_vct; hh2p2_s10;hh3p2_s10; hh2p2_s12; hh2p3_s15;hh3p3_s15; hh2_mortality; hh2_tf; hh3_health; hh3_market_mids,cq5e1; cq5e2; cq5e3; cq5s1; cq5s2; cq5s3; district; dis_hh2; dis_hh3; dis_pi1; dis_pi2; cdq19; s1q11c; s10q09; s12q25e; s15q18; mq25c; tfq6_c1; tfq6_c2; tfq6_c3,0,survey_timing:blocked_source_gate_not_ready; climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,climate_linked,era5_heat_anomaly,climate_exposure,yes,survey_timing;climate_geography,household_or_cluster,derived_from_era5,26,22,hh2_mkts_hlthfac; hh2p2_cs;pi_cs; ptrack_public; hh2_cmty; hh2_vct; hh2p2_s10;hh3p2_s10; hh2p2_s12; hh2p3_s15;hh3p3_s15; hh2_mortality; hh2_tf; hh3_health; hh3_market_mids,cq5e1; cq5e2; cq5e3; cq5s1; cq5s2; cq5s3; district; dis_hh2; dis_hh3; dis_pi1; dis_pi2; cdq19; s1q11c; s10q09; s12q25e; s15q18; mq25c; tfq6_c1; tfq6_c2; tfq6_c3,0,survey_timing:blocked_source_gate_not_ready; climate_geography:blocked_source_gate_not_ready,not_received_no_original_raw_package,blocked_raw_timing_geography_not_verified_sources_ready,not_in_registry,blocked_raw_package_absent,complete original raw package absent,"Place complete unchanged official raw package and documentation, then rerun receipt, schema, archive, and manual verification gates."
