download_priority_order,queue_role,country,wave,idno,requirement,candidate_rank,variable_name,variable_label,file_id,file_name,file_description,match_score,matched_terms,match_basis,official_metadata_status,raw_value_verification_status,promotion_guardrail
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,survey_timing,10,z10a,Approximately when do you expect to repay money (month),F33,sec_z1.NSDstat,"Household characteristics, income and expenditure questionnaire, Module Z: Credit",10,month;end;file:household,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,survey_timing,11,z10b,Approximately when do you expect to repay money (year),F33,sec_z1.NSDstat,"Household characteristics, income and expenditure questionnaire, Module Z: Credit",10,year;end;file:household,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,survey_timing,12,c16,Did you attend school in the last completed academic year?,F7,sec_c.NSDstat,"Household characteristics, income and expenditure questionnaire, Module C: Education",10,year;end;file:household,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,climate_geography,1,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",F1,sec_a.NSDstat,"Household characteristics, income and expenditure questionnaire, Module A-1: household identification",18,ea;lga;rural;urban;file:household,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,climate_geography,2,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",F10,sec_f.NSDstat,"Household characteristics, income and expenditure questionnaire, Module F: Security & safety",18,ea;lga;rural;urban;file:household,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,climate_geography,3,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",F11,sec_g.NSDstat,"Household characteristics, income and expenditure questionnaire, Module G: Housing",18,ea;lga;rural;urban;file:household,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,climate_geography,4,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",F12,sec_h.NSDstat,"Household characteristics, income and expenditure questionnaire, Module H: Consumption of selected food over past three days",18,ea;lga;rural;urban;file:household,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,climate_geography,5,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",F13,sec_i.NSDstat,"Household characteristics, income and expenditure questionnaire, Module I: Consumption of food over past one week",18,ea;lga;rural;urban;file:household,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,climate_geography,6,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",F14,sec_j1.NSDstat,"Household characteristics, income and expenditure questionnaire, Module J: Non-food expenditures - past one week & one month",18,ea;lga;rural;urban;file:household,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,climate_geography,7,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",F15,sec_j2.NSDstat,"Household characteristics, income and expenditure questionnaire, Module J: Non-food expenditures - past one week & one month",18,ea;lga;rural;urban;file:household,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,climate_geography,8,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",F16,sec_k.NSDstat,"Household characteristics, income and expenditure questionnaire, Module K: Non-food expenditures - Past three months",18,ea;lga;rural;urban;file:household,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,climate_geography,9,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",F17,sec_l.NSDstat,"Household characteristics, income and expenditure questionnaire, Module L: Non-food expenditures - Past twelve months",18,ea;lga;rural;urban;file:household,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,climate_geography,10,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",F18,sec_m1.NSDstat,"Household characteristics, income and expenditure questionnaire, Module M: Durable goods",18,ea;lga;rural;urban;file:household,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,climate_geography,11,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",F19,sec_m2.NSDstat,"Household characteristics, income and expenditure questionnaire, Module M: Durable goods",18,ea;lga;rural;urban;file:household,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,climate_geography,12,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",F2,sec_aa.NSDstat,"Household characteristics, income and expenditure questionnaire, Module AA: Subjective assessment of well-being",18,ea;lga;rural;urban;file:household,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,household_person_keys,1,hhid,HOUSEHOLD IDENTIFICATION,F20,sect1_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 1 (Household Roster). The data also contains geographic area identification variables.",38,household id;roster;hhid;hh_id;household_id;file:roster;file:household,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,household_person_keys,2,hhid,HOUSEHOLD IDENTIFICATION,F68,sect1_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 1 (Household Roster). The data also contains geographic area identification variables.",38,household id;roster;hhid;hh_id;household_id;file:roster;file:household,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,household_person_keys,3,hhid,HOUSEHOLD IDENTIFICATION,F110,secta10_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A10 (Network Roster). The data also contains geographic area identification variables.",36,household id;roster;hhid;hh_id;household_id;file:roster,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,household_person_keys,4,hhid,HOUSEHOLD IDENTIFICATION,F42,sect11a_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11A (Plot Roster). The data also contains geographic area identification variables.",36,household id;roster;hhid;hh_id;household_id;file:roster,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,household_person_keys,5,hhid,HOUSEHOLD IDENTIFICATION,F43,sect11a1_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11A (Plot Roster) and questions 4 to 6. The data also contains geographic area identification variables.",36,household id;roster;hhid;hh_id;household_id;file:roster,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,household_person_keys,6,hhid,HOUSEHOLD IDENTIFICATION,F58,sect12_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 12 (Network Roster). The data also contains geographic area identification variables.",36,household id;roster;hhid;hh_id;household_id;file:roster,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,household_person_keys,7,hhid,HOUSEHOLD IDENTIFICATION,F121,HHTrack,"This data contains household interview status for wave 1 and wave 2, wave 1 and wave 2 population weights, and combined wave 1 and wave 2 population weights.",29,household id;hhid;hh_id;household_id;file:household,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,household_person_keys,8,hhid,HOUSEHOLD IDENTIFICATION,F122,secta_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A (Household Identification). The data also contains geographic area identification variables.",29,household id;hhid;hh_id;household_id;file:household,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,household_person_keys,9,hhid,HOUSEHOLD IDENTIFICATION,F123,secta_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section A (Household Identification). The data also contains geographic area identification variables.",29,household id;hhid;hh_id;household_id;file:household,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,household_person_keys,10,hhid,HOUSEHOLD IDENTIFICATION,F21,sect2_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 2 (Education). The data also contains geographic area identification variables.",29,household id;hhid;hh_id;household_id;file:household,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,household_person_keys,11,hhid,HOUSEHOLD IDENTIFICATION,F22,sect3a_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 3A (Labor - 7 days). The data also contains geographic area identification variables.",29,household id;hhid;hh_id;household_id;file:household,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,household_person_keys,12,hhid,HOUSEHOLD IDENTIFICATION,F23,sect3b_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 3B (Labor - 12 months). The data also contains geographic area identification variables.",29,household id;hhid;hh_id;household_id;file:household,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,weights_and_design,1,ea,Enumeration area,F119,cons_agg_wave2_visit1,Consumption aggregate data (visit 1),19,enumeration area;ea;enumeration,label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,weights_and_design,2,ea,Enumeration area,F120,cons_agg_wave2_visit2,Consumption aggregate data (visit 2),19,enumeration area;ea;enumeration,label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,weights_and_design,3,hhweight,Household cross sect weight,F119,cons_agg_wave2_visit1,Consumption aggregate data (visit 1),18,weight,name,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,weights_and_design,4,hhweight,Household cross sect weight,F120,cons_agg_wave2_visit2,Consumption aggregate data (visit 2),18,weight,name,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,weights_and_design,5,wt_combined,Combined Wave 1 & Wave 2 household weight (hhs interviewed in both W1 & W2,F121,HHTrack,"This data contains household interview status for wave 1 and wave 2, wave 1 and wave 2 population weights, and combined wave 1 and wave 2 population weights.",15,household weight;weight;file:household;file:weight,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,weights_and_design,6,wt_w1v1,Wave 1 Visit 1 (PP) household weight,F121,HHTrack,"This data contains household interview status for wave 1 and wave 2, wave 1 and wave 2 population weights, and combined wave 1 and wave 2 population weights.",15,household weight;weight;file:household;file:weight,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,weights_and_design,7,wt_w1v2,Wave 1 Visit 2 (PH) household weight,F121,HHTrack,"This data contains household interview status for wave 1 and wave 2, wave 1 and wave 2 population weights, and combined wave 1 and wave 2 population weights.",15,household weight;weight;file:household;file:weight,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,weights_and_design,8,wt_w2v1,Wave 2 Visit 1 (PP) household weight,F121,HHTrack,"This data contains household interview status for wave 1 and wave 2, wave 1 and wave 2 population weights, and combined wave 1 and wave 2 population weights.",15,household weight;weight;file:household;file:weight,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,weights_and_design,9,wt_w2v2,Wave 2 Visit 2 (PH) household weight,F121,HHTrack,"This data contains household interview status for wave 1 and wave 2, wave 1 and wave 2 population weights, and combined wave 1 and wave 2 population weights.",15,household weight;weight;file:household;file:weight,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,weights_and_design,10,wt_wave1,Wave 1 household weight (hhs interviwed in both PP & PH),F121,HHTrack,"This data contains household interview status for wave 1 and wave 2, wave 1 and wave 2 population weights, and combined wave 1 and wave 2 population weights.",15,household weight;weight;file:household;file:weight,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,weights_and_design,11,wt_wave2,Wave 2 household weight (hhs interviwed in both PP & PH),F121,HHTrack,"This data contains household interview status for wave 1 and wave 2, wave 1 and wave 2 population weights, and combined wave 1 and wave 2 population weights.",15,household weight;weight;file:household;file:weight,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,weights_and_design,12,wt_combined,Combined Wave 1 & Wave 2 household weight (hhs interviewed in both W1 & W2,F122,secta_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A (Household Identification). The data also contains geographic area identification variables.",13,household weight;weight;file:household,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,consumption_or_income,1,totcons,Total consumption per capita,F119,cons_agg_wave2_visit1,Consumption aggregate data (visit 1),28,total consumption;consumption aggregate;consumption;cons;file:consumption,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,consumption_or_income,2,totcons,Total consumption per capita,F120,cons_agg_wave2_visit2,Consumption aggregate data (visit 2),28,total consumption;consumption aggregate;consumption;cons;file:consumption,file;label;name;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,consumption_or_income,3,s8q10,ESTIMATED TOTAL VALUE OF [...]CONSUMED BY HH(NAIRA),F38,sect8e_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 8e (Non-Food Expenditure - 12 months recall, non-food items that may not have been purchased). The data also contains g...",28,nonfood expenditure;non-food expenditure;consume;cons;file:expenditure;file:food;file:nonfood,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,consumption_or_income,4,nfdfoth,Expenditures on frequent non-food not mentioned elsewhere,F119,cons_agg_wave2_visit1,Consumption aggregate data (visit 1),25,consumption aggregate;expenditure;food;nonfood;non_food;file:consumption,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,consumption_or_income,5,nfdfoth,Expenditures on frequent non-food not mentioned elsewhere,F120,cons_agg_wave2_visit2,Consumption aggregate data (visit 2),25,consumption aggregate;expenditure;food;nonfood;non_food;file:consumption,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,consumption_or_income,6,fdfishpr,Fish and seafood auto-consumption,F119,cons_agg_wave2_visit1,Consumption aggregate data (visit 1),21,consumption aggregate;consumption;food;cons;file:consumption,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,consumption_or_income,7,fdothpr,Food items not mentioned above auto-consumption,F119,cons_agg_wave2_visit1,Consumption aggregate data (visit 1),21,consumption aggregate;consumption;food;cons;file:consumption,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,consumption_or_income,8,fdrestby,Food consumed in restaurants & canteens purchased,F119,cons_agg_wave2_visit1,Consumption aggregate data (visit 1),21,consumption aggregate;consume;food;cons;file:consumption,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,consumption_or_income,9,fdfishpr,Fish and seafood auto-consumption,F120,cons_agg_wave2_visit2,Consumption aggregate data (visit 2),21,consumption aggregate;consumption;food;cons;file:consumption,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,consumption_or_income,10,fdothpr,Food items not mentioned above auto-consumption,F120,cons_agg_wave2_visit2,Consumption aggregate data (visit 2),21,consumption aggregate;consumption;food;cons;file:consumption,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,consumption_or_income,11,fdrestby,Food consumed in restaurants & canteens purchased,F120,cons_agg_wave2_visit2,Consumption aggregate data (visit 2),21,consumption aggregate;consume;food;cons;file:consumption,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,consumption_or_income,12,ea,EA CODE,F34,sect8a_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 8A (Non-Food Expenditure - 7 days). The data also contains geographic area identification variables.",20,nonfood expenditure;non-food expenditure;file:expenditure;file:food;file:nonfood,file;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,oop_health_expenditure,1,s4aq20,WHO PAID FOR MOST OF YOUR HEALTH EXPENSES INCLUDING CONSULTATION/HOSPITAL STAY?,F73,sect4a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 4A (Health). The data also contains geographic area identification variables.",23,health expenses;expenses;paid;file:health,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,oop_health_expenditure,2,s4aq20b,WHO PAID FOR MOST OF YOUR HEALTH EXPENSES (OTHER SPECIFY),F73,sect4a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 4A (Health). The data also contains geographic area identification variables.",23,health expenses;expenses;paid;file:health,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,oop_health_expenditure,3,s4aq13,DID YOU SPEND ANY MONEY ON DRUGS/MEDICINE OVER THE COUNTER?(NAIRA),F73,sect4a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 4A (Health). The data also contains geographic area identification variables.",16,spend;medicine;file:health,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,oop_health_expenditure,4,s4aq35a,DOES THIS DIFFICULTY REDUCE THE AMOUNT OF WORK YOU CAN DO AT HOME?,F73,sect4a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 4A (Health). The data also contains geographic area identification variables.",12,amount;file:health,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,oop_health_expenditure,5,s4aq35b,DOES THIS DIFFICULTY REDUCE THE AMOUNT OF WORK YOU CAN DO AT SCHOOL?,F73,sect4a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 4A (Health). The data also contains geographic area identification variables.",12,amount;file:health,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,oop_health_expenditure,6,s4aq35c,DOES THIS DIFFICULTY REDUCE THE AMOUNT OF WORK YOU CAN DO AT WORK?,F73,sect4a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 4A (Health). The data also contains geographic area identification variables.",12,amount;file:health,file;label,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,health_need_and_access,1,s4aq15,"DURING LAST 12 MONTHS, WERE YOU ADMITTED TO A HOSPITAL/HEALTH FACILITY?",F73,sect4a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 4A (Health). The data also contains geographic area identification variables.",21,health facility;health;hospital;facility;file:health,file;label;phrase,official_public_metadata_candidate,not_raw_value_verified,"metadata candidate only; verify raw values, labels, units, recall periods, missing codes, skip patterns, merge keys, and survey design before promotion"
